model,lDDToligo_True,lDDToligo_EnQA-MSA
T1132TS119_3o,0.672,0.8369140625
T1132TS444_4o,0.693,0.86962890625
T1132TS444_2o,0.693,0.87060546875
T1132TS494_4o,0.595,0.6240234375
T1132TS165_4o,0.527,0.54541015625
T1132TS165_2o,0.513,0.55078125
T1132TS493_1o,0.694,0.88720703125
T1132TS165_3o,0.504,0.5625
T1132TS493_4o,0.662,0.88818359375
T1132TS493_3o,0.644,0.8876953125
T1132TS234_1o,0.48,0.5263671875
T1132TS234_2o,0.473,0.52587890625
T1132TS312_5o,0.685,0.7041015625
T1132TS312_4o,0.684,0.701171875
T1132TS494_5o,0.602,0.67724609375
