    Model              Gr.Code Group                QSglob   QSbest   Mol.Size Stoich.  Symm.     SymmSize SymmRMSD No.Conts No.Clash F1       Prec.Iface Recal.Iface lDDToligo  DockQ_Avg  Jaccard.Coeff. Align.Size Align.Len  Orient   LocalRMSD  Iface.RMSD SA.total   SA.polar  SA.apolar  TMscore    SymmGr.RMSD
1   H1168v1TS073_2     073s    DFolding-refine      0.944    0.944    -        -        C1        2        0.00     53       0        83.5     85.70      81.40       0.824      0.722      0.83           2          564        0.04     2.43       0.73       -262.0     -1787.9    1525.9     0.945     c3:17.80; c2:19.43
15  H1168v1TS225_3     225     ShanghaiTech         0.857    0.857    -        -        C1        2        0.00     42       0        68.9     68.30      69.50       0.898      0.593      0.80           2          564        0.07     3.77       1.29       284.7      275.5      9.2        0.855     c3:17.77; c2:19.80
16  H1168v1TS360_5     360     MUFold_H             0.850    0.850    -        -        C1        2        0.00     42       1        71.8     84.10      62.70       0.910      0.604      0.65           2          564        0.05     2.67       1.24       462.8      277.1      185.7      0.914     c3:17.62; c2:19.68
17  H1168v1TS119_2     119     Kiharalab            0.849    0.849    -        -        C1        2        0.00     53       0        67.9     71.70      64.40       0.909      0.622      0.76           2          564        0.06     2.68       1.19       127.1      173.0      -45.9      0.918     c3:17.56; c2:19.56
18  H1168v1TS150_2     150     Grudinin             0.849    0.849    -        -        C1        2        0.00     53       0        67.9     71.70      64.40       0.909      0.622      0.76           2          564        0.06     2.68       1.19       130.6      169.1      -38.5      0.918     c3:17.56; c2:19.56
19  H1168v1TS119_5     119     Kiharalab            0.848    0.848    -        -        C1        2        0.00     46       0        68.4     70.90      66.10       0.917      0.723      0.76           2          564        0.02     1.28       1.17       -125.9     126.4      -252.4     0.980     c3:17.19; c2:18.83
20  H1168v1TS187_2     187     TRFold               0.848    0.848    -        -        C1        2        0.00     47       0        70.7     71.90      69.50       0.909      0.660      0.82           2          564        0.04     2.37       1.26       3.1        55.5       -52.4      0.932     c3:17.47; c2:19.57
21  H1168v1TS423_2     423     trComplex            0.848    0.848    -        -        C1        2        0.00     47       0        70.7     71.90      69.50       0.909      0.660      0.82           2          564        0.04     2.37       1.26       3.1        55.5       -52.4      0.932     c3:17.47; c2:19.57
22  H1168v1TS434_3     434     Coqualia             0.847    0.847    -        -        C1        2        0.00     50       0        72.7     78.40      67.80       0.911      0.664      0.79           2          564        0.04     2.43       1.18       101.4      223.1      -121.7     0.932     c3:17.47; c2:19.52
23  H1168v1TS011_3     011s    GinobiFold-SER       0.847    0.847    -        -        C1        2        0.00     50       0        72.7     78.40      67.80       0.911      0.664      0.79           2          564        0.04     2.43       1.18       101.4      223.1      -121.7     0.932     c3:17.47; c2:19.52
24  H1168v1TS071_2     071s    RaptorX-Multimer     0.846    0.846    -        -        C1        2        0.00     48       0        71.9     74.50      69.50       0.898      0.658      0.79           2          564        0.05     2.17       1.20       82.8       334.8      -252.1     0.945     c3:17.47; c2:19.44
25  H1168v1TS348_4     348     Takeda-Shitaka_Lab   0.845    0.845    -        -        C1        2        0.00     40       1        72.5     86.00      62.70       0.909      0.574      0.66           2          564        0.06     2.95       1.28       433.1      169.8      263.3      0.899     c3:17.66; c2:19.76
26  H1168v1TS091_5     091     UNRES                0.842    0.842    -        -        C1        2        0.00     52       0        67.2     65.10      69.50       0.764      0.651      0.75           2          564        0.03     2.16       1.45       2324.4     1249.2     1075.3     0.942     c3:17.35; c2:19.09
27  H1168v1TS239_1     239s    Yang-Multimer        0.842    0.842    -        -        C1        2        0.00     52       0        64.8     71.40      59.30       0.881      0.656      0.77           2          564        0.04     2.21       1.19       -131.9     -1333.9    1202.0     0.940     c3:17.47; c2:19.39
28  H1168v1TS439_1     439     Yang                 0.842    0.842    -        -        C1        2        0.00     52       0        64.8     71.40      59.30       0.881      0.656      0.77           2          564        0.04     2.21       1.19       -131.9     -1333.9    1202.0     0.940     c3:17.47; c2:19.39
29  H1168v1TS439_2     439     Yang                 0.841    0.841    -        -        C1        2        0.00     55       0        69.2     77.10      62.70       0.882      0.657      0.81           2          564        0.04     2.28       1.20       -210.7     -1338.8    1128.0     0.937     c3:17.45; c2:19.39
30  H1168v1TS125_5     125s    UltraFold_Server     0.841    0.841    -        -        C1        2        0.00     47       0        69.1     74.50      64.40       0.898      0.568      0.75           2          564        0.07     4.03       1.21       442.4      215.5      227.0      0.840     c3:17.91; c2:20.06
31  H1168v1TS239_2     239s    Yang-Multimer        0.841    0.841    -        -        C1        2        0.00     55       0        69.2     77.10      62.70       0.882      0.657      0.81           2          564        0.04     2.28       1.20       -210.7     -1338.8    1128.0     0.937     c3:17.45; c2:19.39
32  H1168v1TS054_5     054     UltraFold            0.841    0.841    -        -        C1        2        0.00     47       0        69.1     74.50      64.40       0.898      0.568      0.75           2          564        0.07     4.03       1.21       442.4      215.5      227.0      0.840     c3:17.91; c2:20.06
33  H1168v1TS399_5     399     BeijingAIProtein     0.841    0.841    -        -        C1        2        0.00     47       0        69.1     74.50      64.40       0.898      0.568      0.75           2          564        0.07     4.03       1.21       442.4      215.5      227.0      0.840     c3:17.91; c2:20.06
34  H1168v1TS225_5     225     ShanghaiTech         0.840    0.840    -        -        C1        2        0.00     43       0        70.1     70.70      69.50       0.897      0.600      0.81           2          564        0.06     3.53       1.35       169.9      178.1      -8.1       0.868     c3:17.75; c2:19.75
35  H1168v1TS423_3     423     trComplex            0.840    0.840    -        -        C1        2        0.00     47       0        67.2     68.40      66.10       0.906      0.646      0.81           2          564        0.05     2.43       1.29       131.4      101.1      30.3       0.929     c3:17.51; c2:19.53
36  H1168v1TS003_5     003     MULTICOM_human       0.839    0.839    -        -        C1        2        0.00     44       0        68.4     70.90      66.10       0.907      0.664      0.78           2          564        0.04     2.27       1.31       163.2      209.2      -46.0      0.936     c3:17.47; c2:19.43
37  H1168v1TS225_1     225     ShanghaiTech         0.839    0.839    -        -        C1        2        0.00     44       0        67.8     69.60      66.10       0.904      0.648      0.76           2          564        0.04     2.36       1.32       205.2      203.4      1.8        0.933     c3:17.57; c2:19.44
38  H1168v1TS086_4     086s    MULTICOM_qa          0.839    0.839    -        -        C1        2        0.00     44       0        68.4     70.90      66.10       0.907      0.664      0.78           2          564        0.04     2.27       1.31       163.2      209.2      -46.0      0.936     c3:17.47; c2:19.43
39  H1168v1TS312_5     312     Fernandez-Recio      0.838    0.838    -        -        C1        2        0.00     66       0        73.2     70.30      76.30       0.884      0.666      0.84           2          564        0.05     2.61       1.29       381.4      470.0      -88.6      0.920     c3:17.51; c2:19.49
40  H1168v1TS239_3     239s    Yang-Multimer        0.838    0.838    -        -        C1        2        0.00     54       0        69.1     74.50      64.40       0.885      0.719      0.79           2          564        0.02     1.36       1.17       -296.5     -1401.7    1105.2     0.976     c3:17.31; c2:19.07
41  H1168v1TS439_3     439     Yang                 0.838    0.838    -        -        C1        2        0.00     54       0        69.1     74.50      64.40       0.885      0.719      0.79           2          564        0.02     1.36       1.17       -296.5     -1401.7    1105.2     0.976     c3:17.31; c2:19.07
42  H1168v1TS225_2     225     ShanghaiTech         0.838    0.838    -        -        C1        2        0.00     46       0        66.1     66.10      66.10       0.902      0.611      0.83           2          564        0.05     3.24       1.32       311.6      315.9      -4.2       0.885     c3:17.73; c2:19.75
43  H1168v1TS446_3     446s    ColabFold            0.837    0.837    -        -        C1        2        0.00     51       0        70.7     71.90      69.50       0.901      0.566      0.81           2          564        0.08     4.00       1.30       277.5      245.3      32.2       0.842     c3:17.84; c2:20.10
44  H1168v1TS227_3     227     GinobiFold           0.837    0.837    -        -        C1        2        0.00     51       0        70.3     75.00      66.10       0.910      0.654      0.77           2          564        0.04     2.45       1.24       178.1      249.6      -71.5      0.930     c3:17.51; c2:19.57
45  H1168v1TS461_3     461     colabfold_human      0.837    0.837    -        -        C1        2        0.00     51       0        70.7     71.90      69.50       0.901      0.566      0.81           2          564        0.08     4.00       1.30       277.5      245.3      32.2       0.842     c3:17.84; c2:20.10
46  H1168v1TS133_3     133s    ShanghaiTech-TS-SER  0.837    0.837    -        -        C1        2        0.00     51       0        70.3     75.00      66.10       0.910      0.654      0.77           2          564        0.04     2.45       1.24       178.1      249.6      -71.5      0.930     c3:17.51; c2:19.57
47  H1168v1TS434_5     434     Coqualia             0.836    0.836    -        -        C1        2        0.00     52       0        71.9     74.50      69.50       0.910      0.642      0.81           2          564        0.05     2.72       1.26       124.5      210.4      -85.9      0.917     c3:17.57; c2:19.64
48  H1168v1TS133_5     133s    ShanghaiTech-TS-SER  0.836    0.836    -        -        C1        2        0.00     56       0        73.2     77.40      69.50       0.911      0.675      0.81           2          564        0.04     2.37       1.21       90.9       195.2      -104.3     0.935     c3:17.47; c2:19.51
49  H1168v1TS011_5     011s    GinobiFold-SER       0.836    0.836    -        -        C1        2        0.00     52       0        71.9     74.50      69.50       0.910      0.642      0.81           2          564        0.05     2.72       1.26       124.5      210.4      -85.9      0.917     c3:17.57; c2:19.64
50  H1168v1TS227_5     227     GinobiFold           0.836    0.836    -        -        C1        2        0.00     56       0        73.2     77.40      69.50       0.911      0.675      0.81           2          564        0.04     2.37       1.21       90.9       195.2      -104.3     0.935     c3:17.47; c2:19.51
51  H1168v1TS320_3     320     Elofsson             0.835    0.835    -        -        C1        2        0.00     50       0        68.5     73.10      64.40       0.909      0.662      0.75           2          564        0.04     2.39       1.23       119.3      161.0      -41.8      0.932     c3:17.41; c2:19.39
52  H1168v1TS374_1     374     Zheng                0.835    0.835    -        -        C1        2        0.00     46       0        69.4     67.70      71.20       0.902      0.656      0.85           2          564        0.04     2.43       1.36       469.8      318.3      151.6      0.931     c3:17.61; c2:19.52
53  H1168v1TS131_3     131s    Kiharalab_Server     0.835    0.835    -        -        C1        2        0.00     52       0        69.6     73.60      66.10       0.913      0.703      0.77           2          564        0.03     1.87       1.22       -86.9      36.1       -123.0     0.958     c3:17.35; c2:19.19
54  H1168v1TS390_3     390s    NBIS-AF2-multimer    0.835    0.835    -        -        C1        2        0.00     50       0        68.5     73.10      64.40       0.909      0.662      0.75           2          564        0.04     2.39       1.23       119.3      161.0      -41.8      0.932     c3:17.41; c2:19.39
55  H1168v1TS227_4     227     GinobiFold           0.833    0.833    -        -        C1        2        0.00     45       0        66.7     67.20      66.10       0.905      0.648      0.78           2          564        0.05     2.37       1.35       49.9       190.4      -140.5     0.933     c3:17.51; c2:19.53
56  H1168v1TS320_2     320     Elofsson             0.833    0.833    -        -        C1        2        0.00     51       0        70.9     76.50      66.10       0.909      0.651      0.77           2          564        0.05     2.59       1.25       126.3      214.7      -88.4      0.922     c3:17.46; c2:19.47
57  H1168v1TS298_1     298s    MUFold               0.833    0.833    -        -        C1        2        0.00     45       0        66.7     67.20      66.10       0.907      0.678      0.76           2          564        0.03     2.05       1.32       183.7      241.2      -57.5      0.947     c3:17.45; c2:19.41
58  H1168v1TS390_2     390s    NBIS-AF2-multimer    0.833    0.833    -        -        C1        2        0.00     51       0        70.9     76.50      66.10       0.909      0.651      0.77           2          564        0.05     2.59       1.25       126.3      214.7      -88.4      0.922     c3:17.46; c2:19.47
59  H1168v1TS133_4     133s    ShanghaiTech-TS-SER  0.833    0.833    -        -        C1        2        0.00     45       0        66.7     67.20      66.10       0.905      0.648      0.78           2          564        0.05     2.37       1.35       49.9       190.4      -140.5     0.933     c3:17.51; c2:19.53
60  H1168v1TS119_1     119     Kiharalab            0.832    0.832    -        -        C1        2        0.00     51       0        70.8     74.10      67.80       0.912      0.707      0.77           2          564        0.03     1.86       1.23       -67.8      -7.5       -60.3      0.958     c3:17.34; c2:19.18
61  H1168v1TS131_1     131s    Kiharalab_Server     0.832    0.832    -        -        C1        2        0.00     51       0        70.8     74.10      67.80       0.912      0.707      0.77           2          564        0.03     1.86       1.23       -61.0      -3.2       -57.8      0.958     c3:17.34; c2:19.18
62  H1168v1TS131_2     131s    Kiharalab_Server     0.832    0.832    -        -        C1        2        0.00     52       0        70.2     72.70      67.80       0.913      0.715      0.77           2          564        0.03     1.73       1.24       -91.5      2.9        -94.3      0.964     c3:17.33; c2:19.13
63  H1168v1TS446_2     446s    ColabFold            0.832    0.832    -        -        C1        2        0.00     47       0        68.4     70.90      66.10       0.904      0.599      0.80           2          564        0.06     2.98       1.37       201.2      277.4      -76.1      0.902     c3:17.53; c2:19.70
64  H1168v1TS011_1     011s    GinobiFold-SER       0.832    0.832    -        -        C1        2        0.00     51       0        70.2     72.70      67.80       0.910      0.649      0.81           2          564        0.05     2.52       1.28       202.2      270.7      -68.5      0.928     c3:17.52; c2:19.56
65  H1168v1TS434_1     434     Coqualia             0.832    0.832    -        -        C1        2        0.00     51       0        70.2     72.70      67.80       0.910      0.649      0.81           2          564        0.05     2.52       1.28       202.2      270.7      -68.5      0.928     c3:17.52; c2:19.56
66  H1168v1TS119_3     119     Kiharalab            0.832    0.832    -        -        C1        2        0.00     52       0        70.2     72.70      67.80       0.913      0.715      0.77           2          564        0.03     1.73       1.24       -106.1     2.4        -108.5     0.964     c3:17.33; c2:19.13
67  H1168v1TS461_2     461     colabfold_human      0.832    0.832    -        -        C1        2        0.00     47       0        68.4     70.90      66.10       0.904      0.599      0.80           2          564        0.06     2.98       1.37       201.2      277.4      -76.1      0.902     c3:17.53; c2:19.70
68  H1168v1TS133_1     133s    ShanghaiTech-TS-SER  0.832    0.832    -        -        C1        2        0.00     46       0        67.2     68.40      66.10       0.906      0.658      0.78           2          564        0.04     2.38       1.31       120.9      245.8      -124.9     0.933     c3:17.48; c2:19.54
69  H1168v1TS227_1     227     GinobiFold           0.832    0.832    -        -        C1        2        0.00     46       0        67.2     68.40      66.10       0.906      0.658      0.78           2          564        0.04     2.38       1.31       120.9      245.8      -124.9     0.933     c3:17.48; c2:19.54
70  H1168v1TS131_4     131s    Kiharalab_Server     0.831    0.831    -        -        C1        2        0.00     51       0        70.8     74.10      67.80       0.913      0.719      0.77           2          564        0.03     1.67       1.23       -35.1      19.1       -54.1      0.966     c3:17.32; c2:19.11
71  H1168v1TS462_3     462s    MultiFOLD            0.831    0.831    -        -        C1        2        0.00     47       0        68.4     69.00      67.80       0.902      0.591      0.81           2          564        0.07     2.96       1.40       -140.6     -22.6      -118.0     0.903     c3:17.58; c2:19.70
72  H1168v1TS423_1     423     trComplex            0.830    0.830    -        -        C1        2        0.00     52       0        70.7     71.90      69.50       0.908      0.620      0.80           2          564        0.06     2.90       1.30       170.7      145.5      25.2       0.907     c3:17.64; c2:19.73
73  H1168v1TS278_1     278     PEZYFoldings         0.830    0.830    -        -        C1        2        0.00     54       1        72.4     73.70      71.20       0.903      0.655      0.80           2          564        0.05     2.41       1.34       145.2      348.1      -202.9     0.930     c3:17.53; c2:19.48
74  H1168v1TS314_2     314     Pierce               0.830    0.830    -        -        C1        2        0.00     48       0        67.3     72.50      62.70       0.908      0.667      0.75           2          564        0.04     2.21       1.28       106.2      109.1      -2.9       0.940     c3:17.43; c2:19.34
75  H1168v1TS187_1     187     TRFold               0.830    0.830    -        -        C1        2        0.00     52       0        70.7     71.90      69.50       0.908      0.620      0.80           2          564        0.06     2.90       1.30       170.7      145.5      25.2       0.907     c3:17.64; c2:19.73
76  H1168v1TS360_4     360     MUFold_H             0.829    0.829    -        -        C1        2        0.00     53       0        69.0     72.20      66.10       0.908      0.643      0.79           2          564        0.05     2.43       1.26       74.9       147.5      -72.6      0.930     c3:17.49; c2:19.47
77  H1168v1TS298_2     298s    MUFold               0.829    0.829    -        -        C1        2        0.00     53       0        69.0     72.20      66.10       0.908      0.643      0.79           2          564        0.05     2.43       1.26       74.9       147.5      -72.6      0.930     c3:17.49; c2:19.47
78  H1168v1TS390_1     390s    NBIS-AF2-multimer    0.828    0.828    -        -        C1        2        0.00     49       0        70.6     70.00      71.20       0.907      0.692      0.78           2          564        0.04     2.05       1.32       47.1       89.2       -42.0      0.948     c3:17.45; c2:19.31
79  H1168v1TS314_1     314     Pierce               0.828    0.828    -        -        C1        2        0.00     49       0        70.6     70.00      71.20       0.907      0.692      0.78           2          564        0.04     2.05       1.32       47.1       89.2       -42.0      0.948     c3:17.45; c2:19.31
80  H1168v1TS011_4     011s    GinobiFold-SER       0.828    0.828    -        -        C1        2        0.00     55       0        66.7     71.20      62.70       0.906      0.597      0.77           2          564        0.06     3.04       1.28       213.5      200.4      13.1       0.897     c3:17.73; c2:19.86
81  H1168v1TS003_3     003     MULTICOM_human       0.828    0.828    -        -        C1        2        0.00     49       0        69.6     73.60      66.10       0.909      0.652      0.73           2          564        0.04     2.44       1.30       158.0      172.1      -14.1      0.930     c3:17.48; c2:19.44
82  H1168v1TS150_1     150     Grudinin             0.828    0.828    -        -        C1        2        0.00     49       0        70.6     70.00      71.20       0.907      0.692      0.78           2          564        0.04     2.05       1.32       47.1       89.2       -42.0      0.948     c3:17.45; c2:19.31
83  H1168v1TS348_2     348     Takeda-Shitaka_Lab   0.828    0.828    -        -        C1        2        0.00     49       0        70.6     70.00      71.20       0.907      0.692      0.78           2          564        0.04     2.05       1.32       25.3       -18.2      43.6       0.948     c3:17.45; c2:19.31
84  H1168v1TS446_1     446s    ColabFold            0.828    0.828    -        -        C1        2        0.00     51       0        71.9     74.50      69.50       0.906      0.598      0.76           2          564        0.07     3.17       1.33       266.9      304.7      -37.8      0.893     c3:17.61; c2:19.77
85  H1168v1TS158_3     158s    MULTICOM_deep        0.828    0.828    -        -        C1        2        0.00     49       0        69.6     73.60      66.10       0.909      0.652      0.73           2          564        0.04     2.44       1.30       158.0      172.1      -14.1      0.930     c3:17.48; c2:19.44
86  H1168v1TS086_3     086s    MULTICOM_qa          0.828    0.828    -        -        C1        2        0.00     49       0        69.6     73.60      66.10       0.909      0.652      0.73           2          564        0.04     2.44       1.30       158.0      172.1      -14.1      0.930     c3:17.48; c2:19.44
87  H1168v1TS434_4     434     Coqualia             0.828    0.828    -        -        C1        2        0.00     55       0        66.7     71.20      62.70       0.906      0.597      0.77           2          564        0.06     3.04       1.28       213.5      200.4      13.1       0.897     c3:17.73; c2:19.86
88  H1168v1TS461_1     461     colabfold_human      0.828    0.828    -        -        C1        2        0.00     51       0        71.9     74.50      69.50       0.906      0.598      0.76           2          564        0.07     3.17       1.33       266.9      304.7      -37.8      0.893     c3:17.61; c2:19.77
89  H1168v1TS320_1     320     Elofsson             0.828    0.828    -        -        C1        2        0.00     49       0        70.6     70.00      71.20       0.907      0.692      0.78           2          564        0.04     2.05       1.32       47.1       89.2       -42.0      0.948     c3:17.45; c2:19.31
90  H1168v1TS320_5     320     Elofsson             0.826    0.826    -        -        C1        2        0.00     50       0        68.4     69.00      67.80       0.907      0.676      0.76           2          564        0.04     2.12       1.32       94.9       119.6      -24.7      0.944     c3:17.45; c2:19.33
91  H1168v1TS390_5     390s    NBIS-AF2-multimer    0.826    0.826    -        -        C1        2        0.00     50       0        68.4     69.00      67.80       0.907      0.676      0.76           2          564        0.04     2.12       1.32       94.9       119.6      -24.7      0.944     c3:17.45; c2:19.33
92  H1168v1TS462_1     462s    MultiFOLD            0.826    0.826    -        -        C1        2        0.00     47       0        67.8     69.60      66.10       0.902      0.595      0.81           2          564        0.06     2.92       1.39       65.8       112.8      -47.0      0.904     c3:17.56; c2:19.69
93  H1168v1TS298_3     298s    MUFold               0.825    0.825    -        -        C1        2        0.00     48       0        69.5     69.50      69.50       0.907      0.671      0.78           2          564        0.04     2.26       1.33       73.4       106.7      -33.4      0.937     c3:17.49; c2:19.38
94  H1168v1TS180_5     180     McGuffin             0.825    0.825    -        -        C1        2        0.00     49       0        69.0     70.20      67.80       0.904      0.588      0.78           2          564        0.06     3.13       1.40       73.9       85.2       -11.3      0.894     c3:17.64; c2:19.81
95  H1168v1TS180_2     180     McGuffin             0.825    0.825    -        -        C1        2        0.00     48       0        69.6     71.40      67.80       0.904      0.600      0.79           2          564        0.06     3.03       1.39       94.1       122.2      -28.1      0.899     c3:17.60; c2:19.76
96  H1168v1TS180_3     180     McGuffin             0.824    0.824    -        -        C1        2        0.00     50       0        68.4     69.00      67.80       0.903      0.585      0.78           2          564        0.07     3.10       1.43       -80.9      34.7       -115.7     0.895     c3:17.63; c2:19.76
97  H1168v1TS462_2     462s    MultiFOLD            0.824    0.824    -        -        C1        2        0.00     46       0        67.3     70.40      64.40       0.888      0.550      0.76           2          564        0.07     3.72       1.43       -42.8      72.1       -114.9     0.891     c3:17.87; c2:19.59
98  H1168v1TS003_1     003     MULTICOM_human       0.824    0.824    -        -        C1        2        0.00     49       0        69.1     74.50      64.40       0.908      0.645      0.75           2          564        0.04     2.47       1.29       180.9      195.2      -14.3      0.928     c3:17.49; c2:19.46
99  H1168v1TS446_4     446s    ColabFold            0.824    0.824    -        -        C1        2        0.00     51       0        70.2     72.70      67.80       0.903      0.590      0.80           2          564        0.07     3.31       1.37       204.3      232.0      -27.7      0.883     c3:17.66; c2:19.85
100 H1168v1TS086_1     086s    MULTICOM_qa          0.824    0.824    -        -        C1        2        0.00     49       0        69.1     74.50      64.40       0.908      0.645      0.75           2          564        0.04     2.47       1.29       180.9      195.2      -14.3      0.928     c3:17.49; c2:19.46
101 H1168v1TS298_5     298s    MUFold               0.824    0.824    -        -        C1        2        0.00     50       0        67.9     71.70      64.40       0.907      0.671      0.75           2          564        0.04     2.17       1.32       20.0       54.7       -34.6      0.942     c3:17.43; c2:19.33
102 H1168v1TS158_1     158s    MULTICOM_deep        0.824    0.824    -        -        C1        2        0.00     49       0        69.1     74.50      64.40       0.908      0.645      0.75           2          564        0.04     2.47       1.29       180.9      195.2      -14.3      0.928     c3:17.49; c2:19.46
103 H1168v1TS461_4     461     colabfold_human      0.824    0.824    -        -        C1        2        0.00     51       0        70.2     72.70      67.80       0.903      0.590      0.80           2          564        0.07     3.31       1.37       204.3      232.0      -27.7      0.883     c3:17.66; c2:19.85
104 H1168v1TS225_4     225     ShanghaiTech         0.824    0.824    -        -        C1        2        0.00     54       0        66.1     63.10      69.50       0.897      0.544      0.87           1          128        0.00     1.53       1.52       339.0      267.3      71.7       0.834     c3:17.86; c2:19.91
105 H1168v1TS071_3     071s    RaptorX-Multimer     0.823    0.823    -        -        C1        2        0.00     51       0        67.8     67.80      67.80       0.898      0.647      0.76           2          564        0.05     2.05       1.36       92.1       343.2      -251.2     0.951     c3:17.44; c2:19.33
106 H1168v1TS092_1     092     Agemo_mix            0.823    0.823    -        -        C1        2        0.00     51       0        69.0     70.20      67.80       0.900      0.627      0.78           2          564        0.05     2.43       1.36       92.9       288.1      -195.2     0.931     c3:17.50; c2:19.50
107 H1168v1TS298_4     298s    MUFold               0.823    0.823    -        -        C1        2        0.00     47       0        67.3     72.50      62.70       0.907      0.642      0.73           2          564        0.04     2.34       1.35       54.2       114.0      -59.8      0.934     c3:17.50; c2:19.41
108 H1168v1TS367_5     367     MULTICOM             0.822    0.822    -        -        C1        2        0.00     51       0        71.9     74.50      69.50       0.907      0.629      0.80           2          564        0.05     2.87       1.33       137.0      225.6      -88.6      0.906     c3:17.57; c2:19.63
109 H1168v1TS374_3     374     Zheng                0.822    0.822    -        -        C1        2        0.00     46       0        66.7     64.10      69.50       0.898      0.556      0.82           2          564        0.08     3.93       1.41       345.7      168.5      177.2      0.845     c3:17.85; c2:19.99
110 H1168v1TS348_1     348     Takeda-Shitaka_Lab   0.822    0.822    -        -        C1        2        0.00     48       0        63.2     65.50      61.00       0.906      0.642      0.73           2          564        0.04     2.31       1.35       266.3      141.1      125.2      0.934     c3:17.54; c2:19.53
111 H1168v1TS462_4     462s    MultiFOLD            0.822    0.822    -        -        C1        2        0.00     46       0        67.2     68.40      66.10       0.891      0.565      0.81           2          564        0.07     3.57       1.41       -139.2     32.7       -171.9     0.900     c3:17.80; c2:19.52
112 H1168v1TS367_4     367     MULTICOM             0.821    0.821    -        -        C1        2        0.00     51       0        69.6     71.40      67.80       0.908      0.646      0.81           2          564        0.05     2.58       1.31       79.2       163.2      -84.0      0.922     c3:17.51; c2:19.50
113 H1168v1TS158_5     158s    MULTICOM_deep        0.821    0.821    -        -        C1        2        0.00     49       0        69.6     71.40      67.80       0.908      0.649      0.78           2          564        0.05     2.39       1.35       188.2      261.4      -73.2      0.934     c3:17.53; c2:19.51
