    Model              Gr.Code Group                QSglob   QSbest   Mol.Size Stoich.  Symm.     SymmSize SymmRMSD No.Conts No.Clash F1       Prec.Iface Recal.Iface lDDToligo  DockQ_Avg  Jaccard.Coeff. Align.Size Align.Len  Orient   LocalRMSD  Iface.RMSD SA.total   SA.polar  SA.apolar  TMscore    SymmGr.RMSD
1   H1134TS037_1       037     Wallner              0.885    0.905    2        A1B1     C1        2        0.00     121      0        81.1     77.30      85.30       0.904      0.724      0.88           2          506        0.02     2.66       1.80       2229.8     1258.0     971.8      0.969     c3:16.98; c2:16.70
12  H1134TS446_2       446s    ColabFold            0.837    0.854    2        A1B1     C1        2        0.00     101      0        73.6     74.40      72.80       0.884      0.699      0.81           2          506        0.02     2.33       1.95       3966.3     1651.9     2314.4     0.968     c3:17.05; c2:16.74
13  H1134TS461_2       461     colabfold_human      0.837    0.854    2        A1B1     C1        2        0.00     101      0        73.6     74.40      72.80       0.884      0.699      0.81           2          506        0.02     2.33       1.95       3966.3     1651.9     2314.4     0.968     c3:17.05; c2:16.74
14  H1134TS011_1       011s    GinobiFold-SER       0.834    0.851    2        A1B1     C1        2        0.00     109      0        76.2     73.80      78.70       0.881      0.703      0.82           2          506        0.03     2.43       1.97       4032.0     1699.7     2332.3     0.966     c3:17.07; c2:16.54
15  H1134TS434_1       434     Coqualia             0.834    0.851    2        A1B1     C1        2        0.00     109      0        76.2     73.80      78.70       0.881      0.703      0.82           2          506        0.03     2.43       1.97       4032.0     1699.7     2332.3     0.966     c3:17.07; c2:16.54
16  H1134TS086_3       086s    MULTICOM_qa          0.831    0.847    2        A1B1     C1        2        0.00     105      0        74.4     73.00      75.70       0.881      0.711      0.80           2          506        0.02     2.27       1.91       3835.4     1643.6     2191.8     0.970     c3:16.94; c2:16.50
17  H1134TS248_1       248     Manifold             0.821    0.837    2        A1B1     C1        2        0.00     103      0        74.6     71.60      77.90       0.878      0.715      0.83           2          506        0.03     2.30       1.94       3690.6     1693.8     1996.8     0.968     c3:17.04; c2:16.58
18  H1134TS239_1       239s    Yang-Multimer        0.821    0.835    2        A1B1     C1        2        0.00     108      0        75.0     75.00      75.00       0.860      0.688      0.81           2          506        0.03     2.32       2.04       3070.3     989.2      2081.1     0.969     c3:17.03; c2:16.44
19  H1134TS229_1       229s    Yang-Server          0.821    0.835    2        A1B1     C1        2        0.00     108      0        75.0     75.00      75.00       0.860      0.688      0.81           2          506        0.03     2.32       2.04       3070.3     989.2      2081.1     0.969     c3:17.03; c2:16.44
20  H1134TS035_1       035s    Manifold-E           0.821    0.837    2        A1B1     C1        2        0.00     103      0        74.6     71.60      77.90       0.878      0.715      0.83           2          506        0.03     2.30       1.94       3690.6     1693.8     1996.8     0.968     c3:17.04; c2:16.58
21  H1134TS304_1       304     Manifold-X           0.821    0.837    2        A1B1     C1        2        0.00     103      0        74.6     71.60      77.90       0.878      0.715      0.83           2          506        0.03     2.30       1.94       3690.6     1693.8     1996.8     0.968     c3:17.04; c2:16.58
22  H1134TS180_3       180     McGuffin             0.808    0.824    2        A1B1     C1        2        0.00     112      1        72.1     69.40      75.00       0.879      0.691      0.82           2          506        0.03     2.43       1.93       3234.9     1485.3     1749.5     0.965     c3:16.83; c2:16.42
23  H1134TS131_4       131s    Kiharalab_Server     0.807    0.824    2        A1B1     C1        2        0.00     114      0        70.8     71.10      70.60       0.881      0.658      0.82           2          506        0.03     2.49       2.09       3243.1     1603.4     1639.7     0.970     c3:16.94; c2:16.28
24  H1134TS119_4       119     Kiharalab            0.807    0.824    2        A1B1     C1        2        0.00     114      0        70.8     71.10      70.60       0.881      0.658      0.82           2          506        0.03     2.49       2.09       3243.1     1603.4     1639.7     0.970     c3:16.94; c2:16.28
25  H1134TS180_4       180     McGuffin             0.806    0.821    2        A1B1     C1        2        0.00     112      0        72.7     71.10      74.30       0.890      0.692      0.87           2          506        0.03     2.25       1.93       3032.7     1370.2     1662.5     0.969     c3:16.70; c2:16.63
26  H1134TS239_3       239s    Yang-Multimer        0.806    0.822    2        A1B1     C1        2        0.00     108      0        69.8     75.90      64.70       0.843      0.640      0.80           2          506        0.03     2.53       2.09       3633.0     1230.7     2402.3     0.965     c3:16.87; c2:16.43
27  H1134TS374_2       374     Zheng                0.805    0.821    2        A1B1     C1        2        0.00     108      0        75.1     75.90      74.30       0.876      0.667      0.83           2          506        0.03     2.75       2.36       2089.7     975.5      1114.2     0.959     c3:16.98; c2:16.62
28  H1134TS071_1       071s    RaptorX-Multimer     0.803    0.819    2        A1B1     C1        2        0.00     111      0        68.6     67.40      69.90       0.860      0.671      0.76           2          506        0.03     2.39       1.98       4223.9     2016.1     2207.8     0.966     c3:17.07; c2:16.55
29  H1134TS180_1       180     McGuffin             0.799    0.812    2        A1B1     C1        2        0.00     111      2        70.5     69.00      72.10       0.881      0.682      0.84           2          506        0.03     2.43       1.94       2998.6     1307.5     1691.1     0.966     c3:16.84; c2:16.44
30  H1134TS434_5       434     Coqualia             0.798    0.811    2        A1B1     C1        2        0.00     113      1        71.4     69.40      73.50       0.882      0.685      0.79           2          506        0.03     2.33       1.97       4167.6     1820.9     2346.7     0.969     c3:16.68; c2:16.53
31  H1134TS011_5       011s    GinobiFold-SER       0.798    0.811    2        A1B1     C1        2        0.00     113      1        71.4     69.40      73.50       0.882      0.685      0.79           2          506        0.03     2.33       1.97       4167.6     1820.9     2346.7     0.969     c3:16.68; c2:16.53
32  H1134TS320_2       320     Elofsson             0.797    0.813    2        A1B1     C1        2        0.00     107      0        68.9     69.40      68.40       0.874      0.660      0.77           2          506        0.03     2.46       2.13       3514.3     1483.7     2030.7     0.965     c3:16.85; c2:16.42
33  H1134TS390_2       390s    NBIS-AF2-multimer    0.797    0.813    2        A1B1     C1        2        0.00     107      0        68.9     69.40      68.40       0.874      0.660      0.77           2          506        0.03     2.46       2.13       3514.3     1483.7     2030.7     0.965     c3:16.85; c2:16.42
34  H1134TS348_4       348     Takeda-Shitaka_Lab   0.797    0.813    2        A1B1     C1        2        0.00     107      0        68.9     69.40      68.40       0.874      0.660      0.77           2          506        0.03     2.46       2.13       3497.3     1418.3     2079.0     0.965     c3:16.85; c2:16.42
35  H1134TS314_1       314     Pierce               0.797    0.813    2        A1B1     C1        2        0.00     107      0        68.9     69.40      68.40       0.874      0.660      0.77           2          506        0.03     2.46       2.13       3514.3     1483.7     2030.7     0.965     c3:16.85; c2:16.42
36  H1134TS150_2       150     Grudinin             0.797    0.813    2        A1B1     C1        2        0.00     107      0        68.9     69.40      68.40       0.874      0.660      0.77           2          506        0.03     2.46       2.13       3514.3     1483.7     2030.7     0.965     c3:16.85; c2:16.42
37  H1134TS011_4       011s    GinobiFold-SER       0.796    0.810    2        A1B1     C1        2        0.00     110      0        71.3     71.30      71.30       0.874      0.659      0.80           2          506        0.03     2.48       2.15       2924.2     1366.7     1557.5     0.965     c3:16.86; c2:16.37
38  H1134TS434_4       434     Coqualia             0.796    0.810    2        A1B1     C1        2        0.00     110      0        71.3     71.30      71.30       0.874      0.659      0.80           2          506        0.03     2.48       2.15       2924.2     1366.7     1557.5     0.965     c3:16.86; c2:16.37
39  H1134TS434_2       434     Coqualia             0.793    0.808    2        A1B1     C1        2        0.00     107      0        71.1     70.80      71.30       0.869      0.652      0.79           2          506        0.04     2.38       2.14       3623.4     1322.5     2300.8     0.966     c3:17.01; c2:16.43
40  H1134TS011_2       011s    GinobiFold-SER       0.793    0.808    2        A1B1     C1        2        0.00     107      0        71.1     70.80      71.30       0.869      0.652      0.79           2          506        0.04     2.38       2.14       3623.4     1322.5     2300.8     0.966     c3:17.01; c2:16.43
41  H1134TS035_5       035s    Manifold-E           0.790    0.805    2        A1B1     C1        2        0.00     106      0        70.8     70.30      71.30       0.875      0.666      0.81           2          506        0.03     2.29       2.12       3424.0     1542.1     1881.9     0.968     c3:16.74; c2:16.31
42  H1134TS098_4       098s    GuijunLab-Assembly   0.790    0.805    2        A1B1     C1        2        0.00     98       0        67.4     68.70      66.20       0.866      0.641      0.75           2          506        0.04     2.36       2.15       4057.6     1874.7     2182.8     0.963     c3:16.84; c2:16.21
43  H1134TS304_5       304     Manifold-X           0.790    0.805    2        A1B1     C1        2        0.00     106      0        70.8     70.30      71.30       0.875      0.666      0.81           2          506        0.03     2.29       2.12       3424.0     1542.1     1881.9     0.968     c3:16.74; c2:16.31
44  H1134TS248_5       248     Manifold             0.790    0.805    2        A1B1     C1        2        0.00     106      0        70.8     70.30      71.30       0.875      0.666      0.81           2          506        0.03     2.29       2.12       3424.0     1542.1     1881.9     0.968     c3:16.74; c2:16.31
45  H1134TS278_1       278     PEZYFoldings         0.789    0.808    2        A1B1     C1        2        0.00     102      0        68.6     67.40      69.90       0.855      0.692      0.80           2          506        0.01     1.93       1.95       3094.1     1398.5     1695.6     0.964     c3:17.02; c2:16.62
46  H1134TS165_2       165     FTBiot0119           0.789    0.803    2        A1B1     C1        2        0.00     131      2        65.1     59.90      71.30       0.852      0.662      0.72           2          506        0.02     2.46       2.14       3269.6     1361.5     1908.2     0.961     c3:16.82; c2:16.40
47  H1134TS439_4       439     Yang                 0.788    0.801    2        A1B1     C1        2        0.00     105      0        71.1     70.80      71.30       0.850      0.669      0.84           2          506        0.03     2.44       2.07       4161.6     1288.6     2873.0     0.965     c3:17.02; c2:16.50
48  H1134TS239_2       239s    Yang-Multimer        0.785    0.799    2        A1B1     C1        2        0.00     101      1        67.7     71.90      64.00       0.848      0.634      0.76           2          506        0.03     2.57       2.23       4713.2     1452.5     3260.8     0.961     c3:16.92; c2:16.39
49  H1134TS147_1       147     SHT                  0.784    0.798    2        A1B1     C1        2        0.00     95       0        66.9     69.30      64.70       0.866      0.628      0.77           2          506        0.04     2.44       2.20       4330.4     1984.3     2346.2     0.961     c3:16.83; c2:16.27
50  H1134TS493_2       493     Shen-CAPRI           0.784    0.795    2        A1B1     C1        2        0.00     101      0        68.2     73.10      64.00       0.839      0.563      0.79           1          43         0.00     9.44       2.57       4167.1     1818.8     2348.3     0.926     c3:16.88; c2:16.33
51  H1134TS348_2       348     Takeda-Shitaka_Lab   0.784    0.798    2        A1B1     C1        2        0.00     95       0        66.9     69.30      64.70       0.866      0.628      0.77           2          506        0.04     2.44       2.20       4313.3     1918.0     2395.2     0.961     c3:16.83; c2:16.27
52  H1134TS314_3       314     Pierce               0.784    0.798    2        A1B1     C1        2        0.00     95       0        66.9     69.30      64.70       0.866      0.628      0.77           2          506        0.04     2.44       2.20       4330.4     1984.3     2346.2     0.961     c3:16.83; c2:16.27
53  H1134TS444_4       444     CoDock               0.784    0.794    2        A1B1     C1        2        0.00     135      0        71.5     67.80      75.70       0.848      0.666      0.79           2          506        0.03     2.56       2.21       3111.3     1572.4     1539.0     0.962     c3:16.79; c2:16.39
54  H1134TS147_4       147     SHT                  0.783    0.797    2        A1B1     C1        2        0.00     126      0        70.0     68.10      72.10       0.817      0.661      0.78           2          506        0.02     2.60       2.33       1857.0     1308.0     549.0      0.956     c3:16.34; c2:16.02
55  H1134TS444_1       444     CoDock               0.782    0.793    2        A1B1     C1        2        0.00     116      0        71.9     72.40      71.30       0.847      0.653      0.78           2          506        0.03     2.55       2.24       3545.8     1783.2     1762.6     0.962     c3:16.87; c2:16.43
56  H1134TS320_3       320     Elofsson             0.782    0.797    2        A1B1     C1        2        0.00     109      0        68.4     67.60      69.10       0.872      0.659      0.78           2          506        0.03     2.47       2.10       3232.7     1500.1     1732.6     0.964     c3:16.93; c2:16.44
57  H1134TS150_3       150     Grudinin             0.782    0.797    2        A1B1     C1        2        0.00     109      0        68.4     67.60      69.10       0.872      0.659      0.78           2          506        0.03     2.47       2.10       3232.7     1500.1     1732.6     0.964     c3:16.93; c2:16.44
58  H1134TS390_3       390s    NBIS-AF2-multimer    0.782    0.797    2        A1B1     C1        2        0.00     109      0        68.4     67.60      69.10       0.872      0.659      0.78           2          506        0.03     2.47       2.10       3232.7     1500.1     1732.6     0.964     c3:16.93; c2:16.44
59  H1134TS314_2       314     Pierce               0.782    0.797    2        A1B1     C1        2        0.00     109      0        68.4     67.60      69.10       0.872      0.659      0.78           2          506        0.03     2.47       2.10       3232.7     1500.1     1732.6     0.964     c3:16.93; c2:16.44
60  H1134TS314_5       314     Pierce               0.781    0.795    2        A1B1     C1        2        0.00     96       1        68.7     70.50      66.90       0.864      0.637      0.78           2          506        0.04     2.47       2.22       3546.3     1722.4     1823.8     0.961     c3:17.03; c2:16.50
61  H1134TS348_1       348     Takeda-Shitaka_Lab   0.781    0.795    2        A1B1     C1        2        0.00     96       1        68.7     70.50      66.90       0.864      0.637      0.78           2          506        0.04     2.47       2.22       3527.7     1656.6     1871.2     0.961     c3:17.03; c2:16.50
62  H1134TS493_3       493     Shen-CAPRI           0.778    0.786    2        A1B1     C1        2        0.00     108      0        67.7     68.40      66.90       0.840      0.624      0.78           1          43         0.00     9.61       2.28       3401.3     1631.4     1769.9     0.937     c3:17.00; c2:16.62
63  H1134TS147_3       147     SHT                  0.777    0.790    2        A1B1     C1        2        0.00     113      0        69.1     68.30      69.90       0.864      0.660      0.79           2          506        0.03     2.48       2.12       2978.2     1422.8     1555.5     0.964     c3:16.97; c2:16.47
64  H1134TS423_3       423     trComplex            0.772    0.781    2        A1B1     C1        2        0.00     98       1        66.7     68.80      64.70       0.863      0.620      0.77           2          506        0.04     2.54       2.25       3065.9     1337.7     1728.3     0.960     c3:16.80; c2:16.38
65  H1134TS187_3       187     TRFold               0.772    0.781    2        A1B1     C1        2        0.00     98       1        66.7     68.80      64.70       0.863      0.620      0.77           2          506        0.04     2.54       2.25       3065.9     1337.7     1728.3     0.960     c3:16.80; c2:16.38
66  H1134TS229_5       229s    Yang-Server          0.770    0.782    2        A1B1     C1        2        0.00     101      0        67.7     71.90      64.00       0.850      0.625      0.79           2          506        0.04     2.45       2.27       3605.1     1261.5     2343.5     0.965     c3:17.09; c2:16.44
67  H1134TS188_4       188s    GuijunLab-DeepDA     0.768    0.783    2        A1B1     C1        2        0.00     106      0        68.2     69.50      66.90       0.866      0.617      0.80           2          506        0.05     2.55       2.31       3814.8     1799.6     2015.2     0.956     c3:17.14; c2:16.57
68  H1134TS165_1       165     FTBiot0119           0.767    0.781    2        A1B1     C1        2        0.00     139      2        64.7     58.70      72.10       0.851      0.651      0.70           2          506        0.03     2.51       2.15       2976.6     1346.5     1630.1     0.958     c3:16.85; c2:16.40
69  H1134TS434_3       434     Coqualia             0.760    0.774    2        A1B1     C1        2        0.00     106      1        65.9     65.00      66.90       0.865      0.623      0.79           2          506        0.05     2.57       2.33       4156.8     1880.4     2276.4     0.959     c3:17.07; c2:16.50
70  H1134TS011_3       011s    GinobiFold-SER       0.760    0.774    2        A1B1     C1        2        0.00     106      1        65.9     65.00      66.90       0.865      0.623      0.79           2          506        0.05     2.57       2.33       4156.8     1880.4     2276.4     0.959     c3:17.07; c2:16.50
71  H1134TS147_2       147     SHT                  0.759    0.770    2        A1B1     C1        2        0.00     119      0        64.2     59.90      69.10       0.814      0.651      0.79           2          506        0.04     2.48       2.24       1545.0     1223.3     321.7      0.953     c3:16.78; c2:16.15
72  H1134TS348_3       348     Takeda-Shitaka_Lab   0.752    0.768    2        A1B1     C1        2        0.00     97       0        62.3     65.30      59.60       0.863      0.603      0.75           2          506        0.05     2.44       2.37       4315.2     1919.7     2395.5     0.960     c3:16.71; c2:16.32
73  H1134TS314_4       314     Pierce               0.752    0.768    2        A1B1     C1        2        0.00     97       0        62.3     65.30      59.60       0.863      0.603      0.75           2          506        0.05     2.44       2.37       4333.3     1986.4     2346.8     0.960     c3:16.71; c2:16.32
74  H1134TS229_2       229s    Yang-Server          0.734    0.746    2        A1B1     C1        2        0.00     76       1        62.5     72.10      55.10       0.838      0.574      0.75           2          506        0.05     2.54       2.37       4419.6     1409.9     3009.7     0.953     c3:17.10; c2:16.49
75  H1134TS257_5       257     WL_team              0.729    0.730    2        A1B1     C1        2        0.00     97       0        57.3     63.40      52.20       0.729      0.543      0.71           2          506        0.00     3.11       2.63       5248.6     2708.6     2540.0     0.929     c3:17.51; c2:16.76
76  H1134TS257_4       257     WL_team              0.720    0.721    2        A1B1     C1        2        0.00     100      0        51.9     58.90      46.30       0.713      0.489      0.68           2          506        0.01     3.13       2.82       4981.5     2504.1     2477.4     0.913     c3:17.62; c2:16.76
77  H1134TS493_4       493     Shen-CAPRI           0.703    0.713    2        A1B1     C1        2        0.00     94       0        63.3     66.70      60.30       0.828      0.546      0.78           1          43         0.00     9.58       2.81       4645.7     2215.0     2430.7     0.925     c3:16.81; c2:16.17
78  H1134TS257_3       257     WL_team              0.695    0.695    2        A1B1     C1        2        0.00     92       0        52.6     58.60      47.80       0.709      0.485      0.67           2          506        0.01     3.42       2.96       5562.6     2803.0     2759.6     0.898     c3:17.56; c2:16.78
79  H1134TS257_2       257     WL_team              0.683    0.684    2        A1B1     C1        2        0.00     81       0        52.5     62.00      45.60       0.712      0.478      0.68           2          506        0.00     3.37       2.96       5882.0     3016.8     2865.2     0.909     c3:17.44; c2:16.83
80  H1134TS165_5       165     FTBiot0119           0.680    0.694    2        A1B1     C1        2        0.00     128      5        56.4     53.60      59.60       0.832      0.503      0.64           2          506        0.08     3.26       2.63       3701.3     1696.4     2004.9     0.911     c3:16.82; c2:16.50
81  H1134TS257_1       257     WL_team              0.661    0.669    2        A1B1     C1        2        0.00     92       0        51.5     59.00      45.60       0.697      0.497      0.68           2          506        0.01     3.18       2.79       5184.3     2657.0     2527.2     0.906     c3:17.61; c2:16.91
82  H1134TS225_2       225     ShanghaiTech         0.658    0.658    2        A1B1     C1        2        0.00     81       0        64.6     79.60      54.40       0.865      0.518      0.61           2          506        0.02     3.67       5.29       3155.7     1413.1     1742.6     0.951     c3:16.05; c2:15.71
83  H1134TS245_2       245s    FoldEver             0.654    0.654    2        A1B1     C1        2        0.00     87       0        59.9     74.70      50.00       0.864      0.505      0.59           2          506        0.02     3.58       5.11       2910.8     1332.5     1578.2     0.950     c3:16.05; c2:15.74
84  H1134TS385_1       385     FoldEver-Hybrid      0.654    0.654    2        A1B1     C1        2        0.00     87       0        59.9     74.70      50.00       0.864      0.505      0.59           2          506        0.02     3.58       5.11       2910.8     1332.5     1578.2     0.950     c3:16.05; c2:15.74
85  H1134TS462_4       462s    MultiFOLD            0.639    0.640    2        A1B1     C1        2        0.00     66       1        56.1     69.60      47.10       0.846      0.462      0.64           2          506        0.05     3.60       4.81       4316.6     1885.3     2431.3     0.946     c3:16.29; c2:15.92
86  H1134TS385_2       385     FoldEver-Hybrid      0.637    0.638    2        A1B1     C1        2        0.00     67       0        56.8     73.30      46.30       0.850      0.468      0.60           2          506        0.03     3.63       5.52       3672.9     1711.1     1961.8     0.948     c3:15.89; c2:15.58
87  H1134TS245_1       245s    FoldEver             0.637    0.638    2        A1B1     C1        2        0.00     67       0        56.8     73.30      46.30       0.850      0.468      0.60           2          506        0.03     3.63       5.52       3672.9     1711.1     1961.8     0.948     c3:15.89; c2:15.58
88  H1134TS374_5       374     Zheng                0.634    0.637    2        A1B1     C1        2        0.00     77       0        58.3     71.30      49.30       0.845      0.493      0.59           2          506        0.02     3.89       5.62       3363.3     1096.2     2267.1     0.946     c3:15.81; c2:15.79
89  H1134TS225_5       225     ShanghaiTech         0.634    0.634    2        A1B1     C1        2        0.00     85       1        61.8     74.20      52.90       0.863      0.504      0.61           2          506        0.02     3.61       5.56       3428.0     1607.6     1820.4     0.952     c3:16.03; c2:15.91
90  H1134TS225_1       225     ShanghaiTech         0.631    0.631    2        A1B1     C1        2        0.00     73       0        57.0     70.70      47.80       0.856      0.479      0.59           2          506        0.03     3.62       5.59       3167.5     1381.0     1786.5     0.948     c3:16.07; c2:16.16
91  H1134TS374_1       374     Zheng                0.629    0.629    2        A1B1     C1        2        0.00     70       0        59.8     76.10      49.30       0.863      0.476      0.59           2          506        0.03     3.65       5.83       3123.9     1513.6     1610.3     0.949     c3:15.97; c2:15.90
92  H1134TS374_4       374     Zheng                0.621    0.621    2        A1B1     C1        2        0.00     65       0        57.1     72.70      47.10       0.808      0.463      0.59           2          506        0.03     3.72       5.97       3660.8     1523.3     2137.5     0.945     c3:16.03; c2:16.01
93  H1134TS385_3       385     FoldEver-Hybrid      0.620    0.620    2        A1B1     C1        2        0.00     79       0        56.1     69.60      47.10       0.857      0.486      0.57           2          506        0.02     3.65       5.28       2762.8     1326.8     1435.9     0.947     c3:15.97; c2:15.75
94  H1134TS374_3       374     Zheng                0.620    0.620    2        A1B1     C1        2        0.00     68       0        57.8     76.80      46.30       0.810      0.462      0.57           2          506        0.03     3.70       5.96       3755.2     1685.0     2070.2     0.947     c3:16.09; c2:16.08
95  H1134TS245_3       245s    FoldEver             0.620    0.620    2        A1B1     C1        2        0.00     79       0        56.1     69.60      47.10       0.857      0.486      0.57           2          506        0.02     3.65       5.28       2762.8     1326.8     1435.9     0.947     c3:15.97; c2:15.75
96  H1134TS225_4       225     ShanghaiTech         0.618    0.618    2        A1B1     C1        2        0.00     83       0        57.9     68.70      50.00       0.849      0.514      0.60           2          506        0.01     3.60       5.40       2846.2     1151.3     1694.8     0.947     c3:15.94; c2:15.76
97  H1134TS054_4       054     UltraFold            0.615    0.615    2        A1B1     C1        2        0.00     77       0        54.6     68.10      45.60       0.842      0.485      0.54           2          506        0.02     3.43       4.90       3444.7     1366.6     2078.1     0.947     c3:15.67; c2:15.35
98  H1134TS125_4       125s    UltraFold_Server     0.615    0.615    2        A1B1     C1        2        0.00     77       0        54.6     68.10      45.60       0.842      0.485      0.54           2          506        0.02     3.43       4.90       3444.7     1366.6     2078.1     0.947     c3:15.67; c2:15.35
99  H1134TS399_4       399     BeijingAIProtein     0.615    0.615    2        A1B1     C1        2        0.00     77       0        54.6     68.10      45.60       0.842      0.485      0.54           2          506        0.02     3.43       4.90       3444.7     1366.6     2078.1     0.947     c3:15.67; c2:15.35
100 H1134TS398_1       398     ChaePred             0.608    0.616    2        A1B1     C1        2        0.00     98       2        39.4     42.40      36.80       0.797      0.362      0.62           2          506        0.13     3.87       3.37       4013.2     1859.2     2153.9     0.883     c3:17.19; c2:16.42
101 H1134TS398_4       398     ChaePred             0.608    0.616    2        A1B1     C1        2        0.00     98       2        39.4     42.40      36.80       0.797      0.362      0.62           2          506        0.13     3.87       3.37       4013.2     1859.2     2153.9     0.883     c3:17.19; c2:16.42
102 H1134TS225_3       225     ShanghaiTech         0.605    0.605    2        A1B1     C1        2        0.00     73       0        53.1     66.70      44.10       0.851      0.496      0.54           2          506        0.01     3.50       5.27       3164.6     1491.8     1672.8     0.946     c3:16.09; c2:15.89
103 H1134TS054_2       054     UltraFold            0.592    0.592    2        A1B1     C1        2        0.00     74       0        52.3     69.50      41.90       0.850      0.473      0.52           2          506        0.02     3.57       5.46       3753.3     1711.1     2042.3     0.946     c3:15.98; c2:15.96
104 H1134TS125_2       125s    UltraFold_Server     0.592    0.592    2        A1B1     C1        2        0.00     74       0        52.3     69.50      41.90       0.850      0.473      0.52           2          506        0.02     3.57       5.46       3753.3     1711.1     2042.3     0.946     c3:15.98; c2:15.96
105 H1134TS399_2       399     BeijingAIProtein     0.592    0.592    2        A1B1     C1        2        0.00     74       0        52.3     69.50      41.90       0.850      0.473      0.52           2          506        0.02     3.57       5.46       3753.3     1711.1     2042.3     0.946     c3:15.98; c2:15.96
106 H1134TS037_5       037     Wallner              0.583    0.601    2        A1B1     C1        2        0.00     170      0        40.2     34.40      48.50       0.815      0.314      0.63           1          229        0.00     0.91       3.50       565.3      221.8      343.6      0.746     c3:15.82; c2:15.72
107 H1134TS165_3       165     FTBiot0119           0.580    0.597    2        A1B1     C1        2        0.00     69       3        48.0     60.70      39.70       0.830      0.454      0.56           2          506        0.07     3.29       2.88       4898.2     2102.0     2796.2     0.908     c3:16.86; c2:16.49
108 H1134TS398_3       398     ChaePred             0.580    0.597    2        A1B1     C1        2        0.00     69       3        48.0     60.70      39.70       0.830      0.454      0.56           2          506        0.07     3.29       2.88       4898.2     2102.0     2796.2     0.908     c3:16.86; c2:16.49
109 H1134TS180_5       180     McGuffin             0.578    0.578    2        A1B1     C1        2        0.00     68       0        56.4     70.30      47.10       0.851      0.456      0.57           2          506        0.03     4.00       5.95       4536.1     2037.4     2498.8     0.946     c3:16.12; c2:15.82
110 H1134TS165_4       165     FTBiot0119           0.575    0.589    2        A1B1     C1        2        0.00     88       4        48.1     56.40      41.90       0.819      0.468      0.54           2          506        0.07     3.24       2.76       4636.1     2079.5     2556.5     0.912     c3:16.87; c2:16.49
111 H1134TS298_3       298s    MUFold               0.573    0.573    2        A1B1     C1        2        0.00     60       0        49.0     70.80      37.50       0.841      0.376      0.52           2          506        0.05     4.13       5.93       5053.9     2197.6     2856.3     0.936     c3:15.98; c2:15.78
