    Model              Gr.Code Group                QSglob   QSbest   Mol.Size Stoich.  Symm.     SymmSize SymmRMSD No.Conts No.Clash F1       Prec.Iface Recal.Iface lDDToligo  DockQ_Avg  Jaccard.Coeff. Align.Size Align.Len  Orient   LocalRMSD  Iface.RMSD SA.total   SA.polar  SA.apolar  TMscore    SymmGr.RMSD
1   T1109TS239_1o      239s    Yang-Multimer        0.926    0.926    2        A2       C2        2        0.02     150      1        84.9     81.90      88.20       0.848      0.734      0.86           2          442        0.02     1.92       1.60       103.8      -1071.5    1175.3     0.960     c3:10.60; c2:0.02
12  T1109TS131_4o      131s    Kiharalab_Server     0.896    0.896    2        A2       C2        2        0.05     163      2        84.4     79.30      90.30       0.867      0.751      0.88           2          442        0.02     1.82       1.49       180.7      149.3      31.4       0.963     c3:10.66; c2:0.03
13  T1109TS494_1o      494     Venclovas            0.887    0.887    2        A2       C2        2        0.09     166      3        81.9     76.50      88.20       0.868      0.738      0.86           2          442        0.01     1.92       1.56       407.1      640.4      -233.3     0.960     c3:10.74; c2:0.06
14  T1109TS374_1o      374     Zheng                0.886    0.886    2        A2       C2        2        0.04     163      2        82.5     76.00      90.30       0.875      0.745      0.88           2          442        0.01     1.95       1.60       -161.2     3.4        -164.6     0.960     c3:10.66; c2:0.03
15  T1109TS035_5o      035s    Manifold-E           0.875    0.875    2        A2       C2        2        0.55     153      1        75.6     72.90      78.50       0.796      0.695      0.78           2          442        0.01     2.14       1.73       662.2      315.1      347.1      0.953     c3:10.24; c2:0.38
16  T1109TS374_3o      374     Zheng                0.864    0.864    2        A2       C2        2        0.17     179      3        80.9     71.90      92.40       0.885      0.775      0.84           2          442        0.01     1.70       1.35       108.4      -32.4      140.8      0.967     c3:10.66; c2:0.12
17  T1109TS119_2o      119     Kiharalab            0.858    0.858    2        A2       C2        2        0.71     160      1        77.7     74.50      81.20       0.811      0.698      0.84           2          442        0.01     1.94       1.79       504.3      185.8      318.5      0.957     c3:10.82; c2:0.50
18  T1109TS035_4o      035s    Manifold-E           0.824    0.824    2        A2       C2        2        0.33     136      1        75.4     81.50      70.10       0.809      0.642      0.79           2          442        0.03     2.15       1.87       2406.3     1182.4     1223.9     0.947     c3:10.75; c2:0.23
19  T1109TS248_5o      248     Manifold             0.824    0.824    2        A2       C2        2        0.33     136      1        75.4     81.50      70.10       0.809      0.642      0.79           2          442        0.03     2.15       1.87       2406.3     1182.4     1223.9     0.947     c3:10.75; c2:0.23
20  T1109TS278_5o      278     PEZYFoldings         0.575    0.575    2        A2       C2        2        0.04     83       0        61.7     82.60      49.30       0.830      0.233      0.55           1          221        0.00     9.98       19.26      2610.0     872.6      1737.4     0.905     c3:9.57; c2:0.03
21  T1109TS185_4o      185     BAKER                0.562    0.562    2        A2       C2        2        0.05     92       1        56.4     70.10      47.20       0.799      0.231      0.52           1          220        0.00     9.85       20.83      779.3      638.6      140.6      0.902     c3:10.08; c2:0.03
22  T1109TS185_3o      185     BAKER                0.558    0.558    2        A2       C2        2        0.08     90       0        54.1     66.00      45.80       0.799      0.227      0.50           1          220        0.00     9.82       20.75      876.7      613.5      263.2      0.903     c3:10.06; c2:0.06
23  T1109TS185_1o      185     BAKER                0.555    0.555    2        A2       C2        2        0.04     98       1        56.2     69.40      47.20       0.797      0.229      0.54           1          220        0.00     9.89       20.98      1014.2     723.8      290.4      0.899     c3:10.13; c2:0.03
24  T1109TS185_2o      185     BAKER                0.551    0.551    2        A2       C2        2        0.08     99       0        55.0     62.30      49.30       0.796      0.237      0.53           1          220        0.00     9.90       20.96      691.1      538.1      153.1      0.899     c3:10.14; c2:0.06
25  T1109TS037_5o      037     Wallner              0.547    0.547    2        A2       C2        2        0.31     106      2        59.7     64.50      55.60       0.839      0.264      0.56           1          220        0.00     9.78       20.59      163.3      -188.8     352.2      0.910     c3:9.94; c2:0.21
26  T1109TS185_5o      185     BAKER                0.544    0.544    2        A2       C2        2        0.05     96       0        53.1     60.70      47.20       0.792      0.229      0.47           1          220        0.00     9.93       21.03      704.9      645.7      59.2       0.897     c3:10.15; c2:0.03
27  T1109TS239_4o      239s    Yang-Multimer        0.486    0.486    2        A2       C2        2        0.33     134      2        53.0     51.30      54.90       0.807      0.265      0.51           1          220        0.00     9.55       19.99      982.3      -484.0     1466.2     0.905     c3:10.15; c2:0.23
28  T1109TS447_1o      447     DELCLAB              0.485    0.485    2        A2       C2        2        0.33     170      1        50.6     47.00      54.90       0.807      0.258      0.48           1          220        0.00     9.89       20.59      -1121.7    -1042.9    -78.8      0.903     c3:10.18; c2:0.23
29  T1109TS447_2o      447     DELCLAB              0.485    0.485    2        A2       C2        2        0.33     170      1        50.6     47.00      54.90       0.807      0.258      0.48           1          220        0.00     9.89       20.59      -1121.7    -1042.9    -78.8      0.903     c3:10.18; c2:0.23
30  T1109TS119_5o      119     Kiharalab            0.482    0.482    2        A2       C2        2        0.67     137      1        49.7     48.10      51.40       0.790      0.243      0.49           1          219        0.00     9.46       21.27      592.5      283.8      308.7      0.897     c3:10.33; c2:0.47
31  T1109TS447_4o      447     DELCLAB              0.479    0.479    2        A2       C2        2        0.39     175      2        50.3     48.10      52.80       0.801      0.249      0.46           1          220        0.00     9.93       20.76      -1058.3    -1003.0    -55.3      0.900     c3:10.20; c2:0.27
32  T1109TS447_5o      447     DELCLAB              0.479    0.479    2        A2       C2        2        0.39     175      2        50.3     48.10      52.80       0.801      0.249      0.46           1          220        0.00     9.93       20.76      -1058.3    -1003.0    -55.3      0.900     c3:10.20; c2:0.27
33  T1109TS447_3o      447     DELCLAB              0.479    0.479    2        A2       C2        2        0.39     175      2        50.3     48.10      52.80       0.801      0.249      0.46           1          220        0.00     9.93       20.76      -1058.3    -1003.0    -55.3      0.900     c3:10.20; c2:0.27
34  T1109TS119_1o      119     Kiharalab            0.478    0.478    2        A2       C2        2        0.55     138      1        53.4     52.00      54.90       0.801      0.256      0.52           1          219        0.00     9.44       21.18      329.8      146.3      183.5      0.899     c3:10.30; c2:0.39
35  T1109TS398_1o      398     ChaePred             0.477    0.477    2        A2       C2        2        2.74     179      4        47.7     43.00      53.50       0.787      0.261      0.46           1          220        0.00     9.84       20.49      -228.9     -53.6      -175.3     0.891     c3:8.96; c2:1.60
36  T1109TS444_4o      444     CoDock               0.477    0.477    2        A2       C2        2        0.25     177      1        50.3     45.10      56.90       0.809      0.267      0.48           1          220        0.00     9.95       20.55      -258.5     164.8      -423.3     0.896     c3:10.24; c2:0.16
37  T1109TS091_3o      091     UNRES                0.477    0.477    2        A2       C2        2        0.51     164      1        50.2     48.40      52.10       0.771      0.246      0.45           1          220        0.00     9.87       20.59      1053.5     771.5      282.0      0.904     c3:10.26; c2:0.36
38  T1109TS037_2o      037     Wallner              0.477    0.477    2        A2       C2        2        0.21     150      2        51.9     48.80      55.60       0.854      0.262      0.50           1          220        0.00     9.87       20.63      -69.4      194.9      -264.3     0.908     c3:10.24; c2:0.14
39  T1109TS444_5o      444     CoDock               0.475    0.475    2        A2       C2        2        0.29     170      1        50.2     45.30      56.20       0.807      0.264      0.50           1          220        0.00     9.93       20.63      51.4       463.6      -412.2     0.899     c3:10.35; c2:0.21
40  T1109TS091_5o      091     UNRES                0.475    0.475    2        A2       C2        2        1.19     154      1        49.7     47.50      52.10       0.769      0.242      0.44           1          220        0.00     9.90       20.61      807.4      549.6      257.8      0.901     c3:9.78; c2:0.71
41  T1109TS091_4o      091     UNRES                0.471    0.471    2        A2       C2        2        0.46     145      1        51.0     49.40      52.80       0.763      0.251      0.45           1          220        0.00     9.86       20.64      1104.6     710.6      394.1      0.904     c3:10.27; c2:0.33
42  T1109TS278_1o      278     PEZYFoldings         0.469    0.469    2        A2       C2        2        0.10     163      1        48.5     46.00      51.40       0.820      0.249      0.50           1          220        0.00     9.90       20.63      15.9       106.2      -90.4      0.897     c3:10.27; c2:0.07
43  T1109TS131_5o      131s    Kiharalab_Server     0.469    0.469    2        A2       C2        2        0.05     157      1        49.8     48.40      51.40       0.826      0.248      0.50           1          220        0.00     9.83       20.62      -148.6     -18.4      -130.2     0.897     c3:10.21; c2:0.04
44  T1109TS119_3o      119     Kiharalab            0.469    0.469    2        A2       C2        2        0.05     155      1        49.0     46.80      51.40       0.830      0.246      0.48           1          220        0.00     9.83       20.71      -146.1     -197.7     51.6       0.900     c3:10.24; c2:0.03
45  T1109TS131_2o      131s    Kiharalab_Server     0.469    0.469    2        A2       C2        2        0.05     155      1        49.0     46.80      51.40       0.830      0.246      0.48           1          220        0.00     9.83       20.71      -110.7     -110.6     -0.1       0.900     c3:10.23; c2:0.03
46  T1109TS462_1o      462s    MultiFOLD            0.466    0.466    2        A2       C2        2        0.02     161      1        48.3     44.00      53.50       0.838      0.254      0.47           1          220        0.00     9.83       20.53      -142.3     79.3       -221.5     0.903     c3:10.23; c2:0.01
47  T1109TS180_1o      180     McGuffin             0.466    0.466    2        A2       C2        2        0.02     161      1        48.3     44.00      53.50       0.838      0.254      0.47           1          220        0.00     9.83       20.53      -142.3     79.3       -221.5     0.903     c3:10.23; c2:0.01
48  T1109TS003_2o      003     MULTICOM_human       0.466    0.466    2        A2       C2        2        0.10     158      2        47.9     44.80      51.40       0.834      0.249      0.48           1          220        0.00     9.83       20.53      -14.9      1.2        -16.1      0.905     c3:10.24; c2:0.07
49  T1109TS180_2o      180     McGuffin             0.465    0.465    2        A2       C2        2        0.02     158      1        49.2     44.60      54.90       0.836      0.259      0.49           1          220        0.00     9.84       20.54      -166.6     103.3      -270.0     0.903     c3:10.23; c2:0.01
50  T1109TS201_3o      201     UTMB                 0.465    0.465    2        A2       C2        2        0.03     156      1        50.6     47.00      54.90       0.843      0.258      0.48           1          220        0.00     9.82       20.59      109.7      215.7      -106.0     0.905     c3:10.23; c2:0.02
51  T1109TS462_2o      462s    MultiFOLD            0.465    0.465    2        A2       C2        2        0.02     158      1        49.2     44.60      54.90       0.836      0.259      0.49           1          220        0.00     9.84       20.54      -166.6     103.3      -270.0     0.903     c3:10.23; c2:0.01
52  T1109TS188_5o      188s    GuijunLab-DeepDA     0.465    0.465    2        A2       C2        2        1.11     156      1        45.9     42.40      50.00       0.831      0.242      0.46           1          220        0.00     9.78       20.58      -251.6     -95.0      -156.6     0.902     c3:10.03; c2:0.77
53  T1109TS125_2o      125s    UltraFold_Server     0.464    0.464    2        A2       C2        2        0.04     151      1        48.2     45.90      50.70       0.834      0.246      0.48           1          220        0.00     9.82       20.54      -298.2     -75.4      -222.8     0.902     c3:10.21; c2:0.03
54  T1109TS444_1o      444     CoDock               0.464    0.464    2        A2       C2        2        0.29     162      1        49.4     44.40      55.60       0.812      0.262      0.50           1          220        0.00     9.93       20.68      240.1      547.0      -306.9     0.901     c3:10.37; c2:0.20
55  T1109TS477_1o      477     DMP                  0.464    0.464    2        A2       C2        2        0.02     157      1        50.2     45.30      56.20       0.837      0.263      0.47           1          220        0.00     9.86       20.56      -1168.9    -304.5     -864.4     0.903     c3:9.64; c2:0.01
56  T1109TS091_2o      091     UNRES                0.464    0.464    2        A2       C2        2        0.70     162      1        49.8     47.80      52.10       0.767      0.249      0.46           1          220        0.00     9.85       20.66      1275.4     921.3      354.1      0.900     c3:10.16; c2:0.47
57  T1109TS180_5o      180     McGuffin             0.464    0.464    2        A2       C2        2        0.02     162      1        48.9     45.00      53.50       0.837      0.254      0.48           1          220        0.00     9.84       20.53      -158.6     81.8       -240.5     0.903     c3:10.24; c2:0.01
58  T1109TS462_5o      462s    MultiFOLD            0.464    0.464    2        A2       C2        2        0.02     162      1        48.9     45.00      53.50       0.837      0.254      0.48           1          220        0.00     9.84       20.53      -158.6     81.8       -240.5     0.903     c3:10.24; c2:0.01
59  T1109TS298_5o      298s    MUFold               0.464    0.464    2        A2       C2        2        0.03     164      1        48.2     45.40      51.40       0.845      0.248      0.49           1          220        0.00     9.79       20.48      -155.6     -85.5      -70.1      0.905     c3:10.23; c2:0.02
60  T1109TS360_3o      360     MUFold_H             0.464    0.464    2        A2       C2        2        0.03     167      2        51.1     46.80      56.20       0.843      0.264      0.48           1          220        0.00     9.82       20.52      -132.3     -116.7     -15.6      0.906     c3:10.26; c2:0.02
61  T1109TS360_1o      360     MUFold_H             0.463    0.463    2        A2       C2        2        0.09     164      2        50.8     46.30      56.20       0.845      0.264      0.48           1          220        0.00     9.82       20.49      -128.9     8.9        -137.8     0.905     c3:10.25; c2:0.06
62  T1109TS348_1o      348     Takeda-Shitaka_Lab   0.463    0.463    2        A2       C2        2        0.02     152      1        48.5     46.50      50.70       0.839      0.246      0.49           1          220        0.00     9.83       20.55      -229.1     -132.8     -96.3      0.903     c3:10.23; c2:0.02
63  T1109TS125_3o      125s    UltraFold_Server     0.463    0.463    2        A2       C2        2        0.04     164      1        50.8     46.80      55.60       0.855      0.262      0.48           1          220        0.00     9.79       20.54      -107.5     -123.0     15.5       0.914     c3:10.28; c2:0.03
64  T1109TS374_5o      374     Zheng                0.463    0.463    2        A2       C2        2        0.05     164      2        51.7     47.40      56.90       0.838      0.266      0.48           1          220        0.00     9.86       20.57      19.9       185.1      -165.2     0.905     c3:10.21; c2:0.03
65  T1109TS187_5o      187     TRFold               0.463    0.463    2        A2       C2        2        0.06     165      2        51.3     47.60      55.60       0.829      0.264      0.48           1          220        0.00     9.84       20.46      50.3       238.1      -187.7     0.903     c3:10.24; c2:0.04
66  T1109TS423_5o      423     trComplex            0.463    0.463    2        A2       C2        2        0.06     165      2        51.3     47.60      55.60       0.829      0.264      0.48           1          220        0.00     9.84       20.46      50.3       238.1      -187.7     0.903     c3:10.24; c2:0.04
67  T1109TS188_4o      188s    GuijunLab-DeepDA     0.463    0.463    2        A2       C2        2        1.14     160      1        47.1     42.10      53.50       0.827      0.254      0.48           1          220        0.00     9.83       20.63      -387.9     -80.0      -307.9     0.900     c3:9.96; c2:0.78
68  T1109TS439_1o      439     Yang                 0.463    0.463    2        A2       C2        2        0.03     160      1        50.8     47.30      54.90       0.817      0.259      0.48           1          220        0.00     9.86       20.56      -164.3     -820.9     656.5      0.903     c3:10.22; c2:0.02
69  T1109TS288_5o      288s    DFolding-server      0.463    0.463    2        A2       C2        2        0.17     160      1        50.0     45.50      55.60       0.836      0.262      0.48           1          220        0.00     9.84       20.53      -22.4      85.5       -107.8     0.905     c3:10.25; c2:0.12
70  T1109TS180_3o      180     McGuffin             0.463    0.463    2        A2       C2        2        0.02     159      1        50.6     46.50      55.60       0.837      0.261      0.48           1          220        0.00     9.84       20.53      -151.2     63.0       -214.1     0.903     c3:10.23; c2:0.01
71  T1109TS462_3o      462s    MultiFOLD            0.463    0.463    2        A2       C2        2        0.02     159      1        50.6     46.50      55.60       0.837      0.261      0.48           1          220        0.00     9.84       20.53      -151.2     63.0       -214.1     0.903     c3:10.23; c2:0.01
72  T1109TS461_1o      461     colabfold_human      0.462    0.462    2        A2       C2        2        0.01     160      2        50.5     45.80      56.20       0.836      0.263      0.48           1          220        0.00     9.86       20.56      40.2       212.6      -172.4     0.903     c3:10.22; c2:0.01
73  T1109TS314_4o      314     Pierce               0.462    0.462    2        A2       C2        2        0.04     164      1        51.0     47.10      55.60       0.843      0.262      0.49           1          220        0.00     9.83       20.53      -43.4      31.4       -74.8      0.906     c3:10.25; c2:0.03
74  T1109TS446_4o      446s    ColabFold            0.462    0.462    2        A2       C2        2        0.03     157      2        49.7     45.90      54.20       0.837      0.256      0.49           1          220        0.00     9.80       20.57      109.8      168.6      -58.9      0.905     c3:10.23; c2:0.02
75  T1109TS091_1o      091     UNRES                0.462    0.462    2        A2       C2        2        0.44     153      1        51.0     50.70      51.40       0.778      0.248      0.45           1          220        0.00     9.85       20.56      903.8      619.5      284.2      0.903     c3:10.25; c2:0.30
76  T1109TS125_5o      125s    UltraFold_Server     0.462    0.462    2        A2       C2        2        0.04     165      1        49.5     46.10      53.50       0.845      0.254      0.48           1          220        0.00     9.81       20.51      -207.3     -38.9      -168.4     0.904     c3:10.22; c2:0.03
77  T1109TS003_3o      003     MULTICOM_human       0.462    0.462    2        A2       C2        2        0.11     162      1        51.4     46.90      56.90       0.834      0.267      0.48           1          220        0.00     9.88       20.58      -3.1       166.0      -169.2     0.903     c3:10.25; c2:0.08
78  T1109TS446_1o      446s    ColabFold            0.462    0.462    2        A2       C2        2        0.01     160      2        50.5     45.80      56.20       0.836      0.263      0.48           1          220        0.00     9.86       20.56      40.2       212.6      -172.4     0.903     c3:10.22; c2:0.01
79  T1109TS461_4o      461     colabfold_human      0.462    0.462    2        A2       C2        2        0.03     157      2        49.7     45.90      54.20       0.837      0.256      0.49           1          220        0.00     9.80       20.57      109.8      168.6      -58.9      0.905     c3:10.23; c2:0.02
80  T1109TS360_4o      360     MUFold_H             0.462    0.462    2        A2       C2        2        0.04     165      2        51.3     47.10      56.20       0.844      0.264      0.48           1          220        0.00     9.81       20.52      -163.9     -53.9      -110.1     0.906     c3:10.25; c2:0.03
81  T1109TS003_5o      003     MULTICOM_human       0.462    0.462    2        A2       C2        2        0.02     162      1        49.4     45.30      54.20       0.841      0.257      0.48           1          220        0.00     9.79       20.53      -75.0      58.2       -133.2     0.906     c3:10.24; c2:0.01
82  T1109TS288_2o      288s    DFolding-server      0.462    0.462    2        A2       C2        2        0.10     163      1        50.3     46.00      55.60       0.835      0.259      0.46           1          220        0.00     9.87       20.58      -122.2     -30.4      -91.8      0.903     c3:10.23; c2:0.07
83  T1109TS003_1o      003     MULTICOM_human       0.462    0.462    2        A2       C2        2        0.03     163      1        50.0     45.90      54.90       0.840      0.259      0.48           1          220        0.00     9.79       20.52      -38.1      50.5       -88.6      0.906     c3:10.24; c2:0.02
84  T1109TS205_3o      205     Zou                  0.462    0.462    2        A2       C2        2        0.07     163      1        52.4     48.00      57.60       0.842      0.267      0.48           1          220        0.00     9.83       20.50      -381.1     -349.2     -31.9      0.906     c3:10.26; c2:0.05
85  T1109TS201_1o      201     UTMB                 0.462    0.462    2        A2       C2        2        0.03     160      1        48.6     45.00      52.80       0.838      0.251      0.47           1          220        0.00     9.87       20.58      58.3       240.8      -182.4     0.903     c3:10.22; c2:0.02
86  T1109TS423_4o      423     trComplex            0.461    0.461    2        A2       C2        2        0.14     161      1        48.6     44.50      53.50       0.793      0.255      0.46           1          220        0.00     9.84       20.49      3.1        213.2      -210.1     0.891     c3:10.11; c2:0.10
87  T1109TS374_4o      374     Zheng                0.461    0.461    2        A2       C2        2        0.04     154      1        49.4     44.90      54.90       0.836      0.258      0.46           1          220        0.00     9.88       20.66      -108.3     16.6       -124.9     0.903     c3:10.22; c2:0.03
88  T1109TS003_4o      003     MULTICOM_human       0.461    0.461    2        A2       C2        2        0.06     158      1        50.0     46.40      54.20       0.833      0.258      0.50           1          220        0.00     9.88       20.63      97.9       345.9      -248.0     0.903     c3:10.26; c2:0.04
89  T1109TS180_4o      180     McGuffin             0.461    0.461    2        A2       C2        2        0.02     159      1        48.4     44.30      53.50       0.837      0.254      0.47           1          220        0.00     9.83       20.54      -90.2      143.1      -233.2     0.903     c3:10.22; c2:0.01
90  T1109TS288_3o      288s    DFolding-server      0.461    0.461    2        A2       C2        2        0.38     161      1        50.9     46.60      56.20       0.837      0.263      0.47           1          220        0.00     9.84       20.55      -220.8     -91.3      -129.6     0.904     c3:10.21; c2:0.27
91  T1109TS239_2o      239s    Yang-Multimer        0.461    0.461    2        A2       C2        2        0.05     158      1        52.2     50.30      54.20       0.820      0.256      0.46           1          220        0.00     9.86       20.60      -191.4     -930.8     739.4      0.903     c3:10.23; c2:0.04
92  T1109TS291_3o      291     Kozakov-Vajda        0.461    0.461    2        A2       C2        2        0.03     157      1        48.6     45.00      52.80       0.829      0.252      0.49           1          220        0.00     9.78       20.50      -823.3     -336.4     -486.9     0.904     c3:10.23; c2:0.02
93  T1109TS350_3o      350     ClusPro              0.461    0.461    2        A2       C2        2        0.03     157      1        48.6     45.00      52.80       0.829      0.252      0.49           1          220        0.00     9.78       20.50      -823.3     -336.4     -486.9     0.904     c3:10.23; c2:0.02
94  T1109TS187_4o      187     TRFold               0.461    0.461    2        A2       C2        2        0.14     161      1        48.6     44.50      53.50       0.793      0.255      0.46           1          220        0.00     9.84       20.49      3.1        213.2      -210.1     0.891     c3:10.11; c2:0.10
95  T1109TS288_1o      288s    DFolding-server      0.461    0.461    2        A2       C2        2        0.08     164      1        51.7     46.90      57.60       0.838      0.269      0.47           1          220        0.00     9.82       20.51      -258.1     -45.9      -212.2     0.904     c3:10.24; c2:0.05
96  T1109TS439_3o      439     Yang                 0.461    0.461    2        A2       C2        2        0.05     158      1        52.2     50.30      54.20       0.820      0.256      0.46           1          220        0.00     9.86       20.60      -191.4     -930.8     739.4      0.903     c3:10.23; c2:0.04
97  T1109TS360_2o      360     MUFold_H             0.461    0.461    2        A2       C2        2        0.04     165      2        51.1     46.80      56.20       0.844      0.262      0.48           1          220        0.00     9.82       20.49      -120.1     -3.5       -116.6     0.906     c3:10.24; c2:0.03
98  T1109TS288_4o      288s    DFolding-server      0.461    0.461    2        A2       C2        2        0.14     161      1        49.5     45.10      54.90       0.836      0.258      0.46           1          220        0.00     9.85       20.61      -98.0      -49.5      -48.4      0.904     c3:10.21; c2:0.10
99  T1109TS360_5o      360     MUFold_H             0.461    0.461    2        A2       C2        2        0.05     166      1        51.0     47.10      55.60       0.845      0.262      0.48           1          220        0.00     9.81       20.47      -231.7     -63.9      -167.8     0.905     c3:10.24; c2:0.03
100 T1109TS462_4o      462s    MultiFOLD            0.461    0.461    2        A2       C2        2        0.02     159      1        48.4     44.30      53.50       0.837      0.254      0.47           1          220        0.00     9.83       20.54      -90.2      143.1      -233.2     0.903     c3:10.22; c2:0.01
101 T1109TS158_5o      158s    MULTICOM_deep        0.460    0.460    2        A2       C2        2        0.04     160      1        49.7     45.90      54.20       0.839      0.256      0.48           1          220        0.00     9.82       20.53      -171.7     -65.3      -106.3     0.905     c3:10.22; c2:0.03
102 T1109TS390_4o      390s    NBIS-AF2-multimer    0.460    0.460    2        A2       C2        2        0.04     159      1        51.8     47.90      56.20       0.844      0.261      0.48           1          220        0.00     9.83       20.55      -230.0     -68.1      -161.8     0.905     c3:10.22; c2:0.03
103 T1109TS446_5o      446s    ColabFold            0.460    0.460    2        A2       C2        2        0.02     161      2        52.5     47.70      58.30       0.842      0.271      0.49           1          220        0.00     9.82       20.53      123.1      298.3      -175.1     0.906     c3:10.25; c2:0.02
104 T1109TS374_2o      374     Zheng                0.460    0.460    2        A2       C2        2        0.03     160      1        49.5     45.10      54.90       0.838      0.258      0.48           1          220        0.00     9.81       20.54      -477.2     -287.2     -190.0     0.904     c3:10.21; c2:0.02
105 T1109TS461_5o      461     colabfold_human      0.460    0.460    2        A2       C2        2        0.02     161      2        52.5     47.70      58.30       0.842      0.271      0.49           1          220        0.00     9.82       20.53      123.1      298.3      -175.1     0.906     c3:10.25; c2:0.02
106 T1109TS348_3o      348     Takeda-Shitaka_Lab   0.460    0.460    2        A2       C2        2        0.06     162      1        50.6     47.00      54.90       0.841      0.260      0.48           1          220        0.00     9.82       20.44      -204.9     -79.3      -125.6     0.904     c3:10.21; c2:0.04
107 T1109TS439_5o      439     Yang                 0.460    0.460    2        A2       C2        2        0.02     157      1        51.0     48.10      54.20       0.820      0.256      0.48           1          220        0.00     9.82       20.57      -259.7     -898.2     638.5      0.905     c3:10.23; c2:0.02
108 T1109TS201_5o      201     UTMB                 0.460    0.460    2        A2       C2        2        0.04     162      1        51.6     47.60      56.20       0.842      0.264      0.47           1          220        0.00     9.83       20.53      156.1      226.5      -70.5      0.906     c3:10.25; c2:0.03
109 T1109TS320_4o      320     Elofsson             0.460    0.460    2        A2       C2        2        0.04     159      1        51.8     47.90      56.20       0.844      0.261      0.48           1          220        0.00     9.83       20.55      -230.0     -68.1      -161.8     0.905     c3:10.22; c2:0.03
110 T1109TS390_1o      390s    NBIS-AF2-multimer    0.459    0.459    2        A2       C2        2        0.03     161      1        50.8     47.90      54.20       0.838      0.257      0.48           1          220        0.00     9.84       20.52      -265.8     -124.7     -141.0     0.903     c3:10.20; c2:0.02
111 T1109TS320_2o      320     Elofsson             0.459    0.459    2        A2       C2        2        0.03     160      1        48.9     45.00      53.50       0.839      0.254      0.48           1          220        0.00     9.84       20.56      -101.6     -6.4       -95.2      0.904     c3:10.22; c2:0.02
112 T1109TS367_5o      367     MULTICOM             0.459    0.459    2        A2       C2        2        0.02     158      1        48.2     44.90      52.10       0.839      0.249      0.48           1          220        0.00     9.83       20.54      -293.8     -194.9     -98.9      0.903     c3:10.21; c2:0.02
113 T1109TS037_1o      037     Wallner              0.459    0.459    2        A2       C2        2        0.18     159      1        49.2     45.10      54.20       0.838      0.254      0.48           1          220        0.00     9.86       20.58      -251.8     -102.6     -149.2     0.903     c3:10.14; c2:0.12
