    Model              Gr.Code Group                QSglob   QSbest   Mol.Size Stoich.  Symm.     SymmSize SymmRMSD No.Conts No.Clash F1       Prec.Iface Recal.Iface lDDToligo  DockQ_Avg  Jaccard.Coeff. Align.Size Align.Len  Orient   LocalRMSD  Iface.RMSD SA.total   SA.polar  SA.apolar  TMscore    SymmGr.RMSD
1   H1141TS278_2       278     PEZYFoldings         0.925    0.961    2        A1B1     C1        2        0.00     67       1        79.7     77.50      82.10       0.869      0.865      0.75           2          329        0.02     1.11       0.62       1559.5     944.8      614.8      0.975     c3:14.39; c2:13.49
12  H1141TS494_2       494     Venclovas            0.670    0.670    2        A1B1     C1        2        0.00     45       0        56.4     72.10      46.30       0.837      0.395      0.63           2          329        0.18     3.08       2.85       2544.6     1439.8     1104.8     0.847     c3:14.09; c2:13.69
13  H1141TS131_5       131s    Kiharalab_Server     0.452    0.452    2        A1B1     C1        2        0.00     47       1        23.2     28.90      19.40       0.795      0.198      0.47           1          203        0.00     0.95       4.42       2497.5     1208.0     1289.5     0.751     c3:14.44; c2:14.14
14  H1141TS350_4       350     ClusPro              0.235    0.236    2        A1B1     C1        2        0.00     38       0        5.6      7.30       4.50        0.798      0.123      0.35           1          126        0.00     0.55       4.90       1018.2     384.1      634.1      0.720     c3:13.67; c2:14.24
15  H1141TS444_4       444     CoDock               0.226    0.226    2        A1B1     C1        2        0.00     55       0        8.8      10.90      7.50        0.790      0.048      0.53           1          126        0.00     0.76       9.70       2120.2     1313.2     807.0      0.639     c3:14.00; c2:14.19
16  H1141TS091_3       091     UNRES                0.219    0.219    2        A1B1     C1        2        0.00     46       0        13.0     17.10      10.40       0.740      0.059      0.48           1          126        0.00     0.78       10.33      4000.6     2150.1     1850.4     0.646     c3:14.68; c2:14.06
17  H1141TS493_2       493     Shen-CAPRI           0.208    0.226    2        A1B1     C1        2        0.00     46       0        7.5      10.00      6.00        0.780      0.067      0.23           1          126        0.00     0.94       6.80       973.2      -28.5      1001.7     0.665     c3:13.82; c2:13.59
18  H1141TS205_5       205     Zou                  0.201    0.202    2        A1B1     C1        2        0.00     37       0        10.3     12.00      9.00        0.750      0.087      0.38           1          126        0.00     0.98       7.96       2003.8     631.9      1371.8     0.657     c3:13.64; c2:14.33
19  H1141TS215_4       215s    XRC_VU               0.197    0.197    2        A1B1     C1        2        0.00     8        0        5.3      25.00      3.00        0.775      0.127      0.18           1          203        0.00     1.01       8.47       3536.9     1677.0     1859.8     0.755     c3:14.97; c2:14.11
20  H1141TS314_2       314     Pierce               0.196    0.196    2        A1B1     C1        2        0.00     61       0        9.8      10.90      9.00        0.734      0.053      0.50           1          126        0.00     1.01       10.44      1693.1     1152.8     540.2      0.635     c3:13.84; c2:14.36
21  H1141TS350_2       350     ClusPro              0.186    0.186    2        A1B1     C1        2        0.00     38       0        8.0      12.10      6.00        0.807      0.038      0.42           1          126        0.00     0.53       11.76      1865.4     889.0      976.5      0.642     c3:14.63; c2:14.15
22  H1141TS150_5       150     Grudinin             0.177    0.177    2        A1B1     C1        2        0.00     39       1        8.8      10.90      7.50        0.812      0.100      0.30           1          126        0.00     0.63       8.44       2144.8     1136.7     1008.2     0.687     c3:14.06; c2:13.57
23  H1141TS312_1       312     Fernandez-Recio      0.173    0.173    2        A1B1     C1        2        0.00     36       0        7.6      10.50      6.00        0.813      0.083      0.32           1          126        0.00     0.63       8.17       2071.4     1190.0     881.4      0.681     c3:14.87; c2:15.02
24  H1141TS091_2       091     UNRES                0.172    0.172    2        A1B1     C1        2        0.00     41       0        8.0      12.10      6.00        0.752      0.040      0.56           1          126        0.00     0.89       11.47      3784.3     1941.2     1843.1     0.641     c3:14.24; c2:14.42
25  H1141TS320_5       320     Elofsson             0.168    0.168    2        A1B1     C1        2        0.00     34       0        5.9      8.80       4.50        0.817      0.031      0.32           1          126        0.00     0.52       12.15      2518.2     1146.5     1371.6     0.638     c3:14.51; c2:14.25
26  H1141TS390_5       390s    NBIS-AF2-multimer    0.168    0.168    2        A1B1     C1        2        0.00     34       0        5.9      8.80       4.50        0.817      0.031      0.32           1          126        0.00     0.52       12.15      2518.2     1146.5     1371.6     0.638     c3:14.51; c2:14.25
27  H1141TS150_3       150     Grudinin             0.168    0.168    2        A1B1     C1        2        0.00     34       0        5.9      8.80       4.50        0.817      0.031      0.32           1          126        0.00     0.52       12.15      2492.7     1145.9     1346.8     0.638     c3:14.51; c2:14.25
28  H1141TS493_3       493     Shen-CAPRI           0.167    0.167    2        A1B1     C1        2        0.00     59       0        12.1     12.30      11.90       0.786      0.096      0.38           1          126        0.00     1.04       8.56       431.4      -287.0     718.3      0.676     c3:13.48; c2:14.16
29  H1141TS298_3       298s    MUFold               0.163    0.163    2        A1B1     C1        2        0.00     32       0        6.2      10.30      4.50        0.816      0.032      0.30           1          126        0.00     0.53       11.86      2740.9     1341.5     1399.3     0.639     c3:14.63; c2:14.16
30  H1141TS461_2       461     colabfold_human      0.162    0.162    2        A1B1     C1        2        0.00     36       0        7.8      11.10      6.00        0.808      0.077      0.32           1          126        0.00     0.63       8.22       2626.8     1342.3     1284.5     0.676     c3:13.58; c2:14.18
31  H1141TS446_2       446s    ColabFold            0.162    0.162    2        A1B1     C1        2        0.00     36       0        7.8      11.10      6.00        0.808      0.077      0.32           1          126        0.00     0.63       8.22       2626.8     1342.3     1284.5     0.676     c3:13.58; c2:14.18
32  H1141TS225_1       225     ShanghaiTech         0.161    0.162    2        A1B1     C1        2        0.00     38       0        6.1      9.40       4.50        0.811      0.074      0.23           1          126        0.00     0.69       8.16       2181.7     1114.5     1067.2     0.676     c3:13.71; c2:13.77
33  H1141TS360_2       360     MUFold_H             0.161    0.161    2        A1B1     C1        2        0.00     30       0        8.2      12.90      6.00        0.812      0.087      0.31           1          126        0.00     0.64       8.23       2426.7     1202.9     1223.8     0.683     c3:13.71; c2:14.00
34  H1141TS119_5       119     Kiharalab            0.160    0.160    2        A1B1     C1        2        0.00     40       1        3.8      5.40       3.00        0.789      0.028      0.38           1          203        0.00     0.90       10.99      2593.3     1162.1     1431.2     0.632     c3:14.07; c2:14.91
35  H1141TS188_4       188s    GuijunLab-DeepDA     0.160    0.160    2        A1B1     C1        2        0.00     32       0        7.8      11.10      6.00        0.813      0.078      0.33           1          126        0.00     0.65       8.41       2382.4     1133.8     1248.6     0.679     c3:13.64; c2:14.09
36  H1141TS035_4       035s    Manifold-E           0.159    0.159    2        A1B1     C1        2        0.00     26       0        8.5      14.80      6.00        0.807      0.078      0.30           1          126        0.00     0.61       8.17       2824.0     1584.8     1239.2     0.678     c3:13.61; c2:14.19
37  H1141TS248_4       248     Manifold             0.159    0.159    2        A1B1     C1        2        0.00     26       0        8.5      14.80      6.00        0.807      0.078      0.30           1          126        0.00     0.61       8.17       2824.0     1584.8     1239.2     0.678     c3:13.61; c2:14.19
38  H1141TS314_1       314     Pierce               0.158    0.158    2        A1B1     C1        2        0.00     56       1        8.8      10.90      7.50        0.746      0.079      0.42           1          126        0.00     1.06       6.91       1533.5     1158.6     374.9      0.619     c3:13.52; c2:13.75
39  H1141TS185_1       185     BAKER                0.158    0.159    2        A1B1     C1        2        0.00     37       0        7.7      10.80      6.00        0.808      0.080      0.29           1          126        0.00     0.75       8.10       2103.2     1193.2     910.0      0.675     c3:13.69; c2:14.36
40  H1141TS433_1       433     OpenFold-SingleSeq   0.157    0.158    2        A1B1     C1        2        0.00     15       0        4.3      7.70       3.00        0.790      0.072      0.20           1          126        0.00     0.66       10.08      2250.4     1304.2     946.2      0.676     c3:13.74; c2:13.82
41  H1141TS439_3       439     Yang                 0.157    0.157    2        A1B1     C1        2        0.00     32       0        6.2      10.30      4.50        0.783      0.071      0.27           1          126        0.00     0.64       8.29       2808.5     809.9      1998.6     0.673     c3:13.58; c2:14.20
42  H1141TS441_1       441     OpenFold             0.157    0.158    2        A1B1     C1        2        0.00     15       0        4.3      7.70       3.00        0.790      0.072      0.20           1          126        0.00     0.66       10.08      2250.4     1304.2     946.2      0.676     c3:13.74; c2:13.82
43  H1141TS180_4       180     McGuffin             0.156    0.156    2        A1B1     C1        2        0.00     31       0        7.8      11.40      6.00        0.808      0.077      0.31           1          126        0.00     0.63       8.33       2370.3     1209.4     1160.9     0.677     c3:13.61; c2:14.16
44  H1141TS441_2       441     OpenFold             0.156    0.157    2        A1B1     C1        2        0.00     17       0        6.3      10.70      4.50        0.790      0.077      0.22           1          126        0.00     0.65       10.08      2207.8     1180.0     1027.8     0.675     c3:13.77; c2:13.84
45  H1141TS360_5       360     MUFold_H             0.156    0.156    2        A1B1     C1        2        0.00     33       0        8.2      13.30      6.00        0.815      0.081      0.32           1          126        0.00     0.61       8.22       2444.3     1127.3     1317.0     0.681     c3:13.71; c2:14.00
46  H1141TS433_2       433     OpenFold-SingleSeq   0.156    0.157    2        A1B1     C1        2        0.00     17       0        6.3      10.70      4.50        0.790      0.077      0.22           1          126        0.00     0.65       10.08      2207.8     1180.0     1027.8     0.675     c3:13.77; c2:13.84
47  H1141TS188_5       188s    GuijunLab-DeepDA     0.155    0.155    2        A1B1     C1        2        0.00     28       0        8.2      13.30      6.00        0.813      0.078      0.28           1          126        0.00     0.65       8.27       2454.6     1115.7     1338.9     0.678     c3:13.66; c2:14.17
48  H1141TS011_2       011s    GinobiFold-SER       0.155    0.155    2        A1B1     C1        2        0.00     30       0        4.0      6.10       3.00        0.816      0.026      0.32           1          126        0.00     0.51       12.01      2642.7     1301.8     1340.8     0.636     c3:14.52; c2:14.17
49  H1141TS398_5       398     ChaePred             0.155    0.155    2        A1B1     C1        2        0.00     62       2        1.6      1.70       1.50        0.787      0.047      0.26           1          126        0.00     0.65       7.42       1590.8     846.8      744.0      0.663     c3:14.40; c2:13.56
50  H1141TS434_2       434     Coqualia             0.155    0.155    2        A1B1     C1        2        0.00     30       0        4.0      6.10       3.00        0.816      0.026      0.32           1          126        0.00     0.51       12.01      2642.7     1301.8     1340.8     0.636     c3:14.52; c2:14.17
51  H1141TS434_5       434     Coqualia             0.154    0.154    2        A1B1     C1        2        0.00     32       0        8.2      13.30      6.00        0.815      0.077      0.32           1          126        0.00     0.63       8.33       2411.8     1154.7     1257.2     0.677     c3:13.62; c2:14.17
52  H1141TS227_5       227     GinobiFold           0.154    0.154    2        A1B1     C1        2        0.00     32       0        8.2      13.30      6.00        0.815      0.077      0.32           1          126        0.00     0.63       8.33       2411.8     1154.7     1257.2     0.677     c3:13.62; c2:14.17
53  H1141TS011_5       011s    GinobiFold-SER       0.154    0.154    2        A1B1     C1        2        0.00     32       0        8.2      13.30      6.00        0.815      0.077      0.32           1          126        0.00     0.63       8.33       2411.8     1154.7     1257.2     0.677     c3:13.62; c2:14.17
54  H1141TS239_2       239s    Yang-Multimer        0.151    0.151    2        A1B1     C1        2        0.00     34       0        5.9      8.80       4.50        0.805      0.075      0.31           1          126        0.00     0.65       8.29       2748.5     1438.3     1310.2     0.673     c3:13.59; c2:14.21
55  H1141TS390_4       390s    NBIS-AF2-multimer    0.150    0.150    2        A1B1     C1        2        0.00     28       0        8.6      15.40      6.00        0.814      0.075      0.29           1          126        0.00     0.65       8.33       2594.1     1230.7     1363.5     0.675     c3:13.62; c2:14.22
56  H1141TS165_5       165     FTBiot0119           0.150    0.155    2        A1B1     C1        2        0.00     77       0        7.9      7.10       9.00        0.707      0.063      0.24           1          203        0.00     1.04       9.67       655.2      67.8       587.5      0.646     c3:13.70; c2:13.57
57  H1141TS320_4       320     Elofsson             0.150    0.150    2        A1B1     C1        2        0.00     28       0        8.6      15.40      6.00        0.814      0.075      0.29           1          126        0.00     0.65       8.33       2594.1     1230.7     1363.5     0.675     c3:13.62; c2:14.22
58  H1141TS133_3       133s    ShanghaiTech-TS-SER  0.149    0.149    2        A1B1     C1        2        0.00     25       0        8.4      14.30      6.00        0.814      0.077      0.28           1          126        0.00     0.61       8.30       2597.8     1187.9     1409.9     0.676     c3:13.67; c2:14.16
59  H1141TS227_3       227     GinobiFold           0.149    0.149    2        A1B1     C1        2        0.00     25       0        8.4      14.30      6.00        0.814      0.077      0.28           1          126        0.00     0.61       8.30       2597.8     1187.9     1409.9     0.676     c3:13.67; c2:14.16
60  H1141TS314_5       314     Pierce               0.148    0.148    2        A1B1     C1        2        0.00     48       0        3.5      4.30       3.00        0.798      0.024      0.39           1          203        0.00     0.93       11.98      2362.1     1209.1     1153.0     0.628     c3:14.16; c2:15.35
61  H1141TS035_5       035s    Manifold-E           0.148    0.148    2        A1B1     C1        2        0.00     24       0        4.2      6.90       3.00        0.808      0.025      0.30           1          126        0.00     0.53       12.62      2925.0     1682.2     1242.7     0.635     c3:14.54; c2:14.29
62  H1141TS248_5       248     Manifold             0.148    0.148    2        A1B1     C1        2        0.00     24       0        4.2      6.90       3.00        0.808      0.025      0.30           1          126        0.00     0.53       12.62      2925.0     1682.2     1242.7     0.635     c3:14.54; c2:14.29
63  H1141TS298_4       298s    MUFold               0.147    0.147    2        A1B1     C1        2        0.00     26       0        8.6      15.40      6.00        0.814      0.076      0.29           1          126        0.00     0.62       8.33       2582.2     1238.0     1344.1     0.674     c3:13.60; c2:14.16
64  H1141TS320_2       320     Elofsson             0.146    0.146    2        A1B1     C1        2        0.00     26       0        8.5      14.80      6.00        0.814      0.076      0.29           1          126        0.00     0.61       8.39       2641.7     1270.9     1370.7     0.674     c3:13.61; c2:14.17
65  H1141TS119_1       119     Kiharalab            0.146    0.146    2        A1B1     C1        2        0.00     42       0        5.3      6.50       4.50        0.790      0.033      0.40           1          203        0.00     0.88       10.89      2556.0     1126.9     1429.1     0.631     c3:14.45; c2:14.57
66  H1141TS390_2       390s    NBIS-AF2-multimer    0.146    0.146    2        A1B1     C1        2        0.00     26       0        8.5      14.80      6.00        0.814      0.076      0.29           1          126        0.00     0.61       8.39       2641.7     1270.9     1370.7     0.674     c3:13.61; c2:14.17
67  H1141TS360_1       360     MUFold_H             0.145    0.145    2        A1B1     C1        2        0.00     27       0        8.3      13.80      6.00        0.814      0.077      0.30           1          126        0.00     0.65       8.35       2557.8     1187.7     1370.1     0.675     c3:13.62; c2:14.12
68  H1141TS439_2       439     Yang                 0.145    0.145    2        A1B1     C1        2        0.00     30       0        4.0      6.10       3.00        0.778      0.071      0.31           1          126        0.00     0.64       8.40       2597.6     522.5      2075.1     0.673     c3:13.60; c2:14.16
69  H1141TS185_3       185     BAKER                0.145    0.150    2        A1B1     C1        2        0.00     18       0        2.4      6.70       1.50        0.777      0.071      0.17           1          203        0.00     0.98       8.08       2801.5     1525.5     1276.0     0.672     c3:14.95; c2:14.15
70  H1141TS367_4       367     MULTICOM             0.143    0.143    2        A1B1     C1        2        0.00     28       0        8.4      14.30      6.00        0.815      0.076      0.28           1          126        0.00     0.61       8.39       2584.4     1170.1     1414.3     0.675     c3:13.63; c2:14.15
71  H1141TS071_1       071s    RaptorX-Multimer     0.143    0.143    2        A1B1     C1        2        0.00     26       0        5.9      8.80       4.50        0.796      0.077      0.32           1          126        0.00     0.54       8.63       2469.2     1279.2     1190.0     0.675     c3:13.61; c2:14.11
72  H1141TS125_4       125s    UltraFold_Server     0.142    0.143    2        A1B1     C1        2        0.00     26       0        6.2      10.00      4.50        0.815      0.073      0.27           1          126        0.00     0.57       8.40       2604.1     1218.5     1385.6     0.671     c3:13.61; c2:14.29
73  H1141TS054_4       054     UltraFold            0.142    0.143    2        A1B1     C1        2        0.00     26       0        6.2      10.00      4.50        0.815      0.073      0.27           1          126        0.00     0.57       8.40       2604.1     1218.5     1385.6     0.671     c3:13.61; c2:14.29
74  H1141TS367_1       367     MULTICOM             0.142    0.142    2        A1B1     C1        2        0.00     28       0        8.4      14.30      6.00        0.815      0.075      0.28           1          126        0.00     0.61       8.40       2588.0     1208.0     1380.0     0.675     c3:13.64; c2:14.22
75  H1141TS399_4       399     BeijingAIProtein     0.142    0.143    2        A1B1     C1        2        0.00     26       0        6.2      10.00      4.50        0.815      0.073      0.27           1          126        0.00     0.57       8.40       2604.1     1218.5     1385.6     0.671     c3:13.61; c2:14.29
76  H1141TS133_2       133s    ShanghaiTech-TS-SER  0.141    0.141    2        A1B1     C1        2        0.00     26       0        8.7      16.00      6.00        0.814      0.075      0.27           1          126        0.00     0.58       8.45       2768.2     1284.2     1484.0     0.673     c3:13.64; c2:14.21
77  H1141TS227_2       227     GinobiFold           0.141    0.141    2        A1B1     C1        2        0.00     26       0        8.7      16.00      6.00        0.814      0.075      0.27           1          126        0.00     0.58       8.45       2768.2     1284.2     1484.0     0.673     c3:13.64; c2:14.21
78  H1141TS397_5       397     bio3d                0.141    0.146    2        A1B1     C1        2        0.00     79       1        6.6      5.90       7.50        0.769      0.149      0.35           1          203        0.00     1.43       7.68       1308.0     808.3      499.7      0.746     c3:14.14; c2:14.14
79  H1141TS446_1       446s    ColabFold            0.141    0.141    2        A1B1     C1        2        0.00     30       0        5.9      8.60       4.50        0.807      0.074      0.31           1          126        0.00     0.58       8.47       2451.1     1272.6     1178.5     0.672     c3:13.58; c2:14.20
80  H1141TS461_1       461     colabfold_human      0.141    0.141    2        A1B1     C1        2        0.00     30       0        5.9      8.60       4.50        0.807      0.074      0.31           1          126        0.00     0.58       8.47       2451.1     1272.6     1178.5     0.672     c3:13.58; c2:14.20
81  H1141TS133_4       133s    ShanghaiTech-TS-SER  0.140    0.140    2        A1B1     C1        2        0.00     26       0        8.5      14.80      6.00        0.814      0.075      0.30           1          126        0.00     0.61       8.45       2693.3     1276.6     1416.7     0.674     c3:13.62; c2:14.20
82  H1141TS248_3       248     Manifold             0.140    0.140    2        A1B1     C1        2        0.00     25       0        4.1      6.70       3.00        0.809      0.025      0.30           1          126        0.00     0.53       12.50      2752.2     1339.5     1412.7     0.635     c3:14.52; c2:14.26
83  H1141TS035_3       035s    Manifold-E           0.140    0.140    2        A1B1     C1        2        0.00     25       0        4.1      6.70       3.00        0.809      0.025      0.30           1          126        0.00     0.53       12.50      2752.2     1339.5     1412.7     0.635     c3:14.52; c2:14.26
84  H1141TS227_4       227     GinobiFold           0.140    0.140    2        A1B1     C1        2        0.00     26       0        8.5      14.80      6.00        0.814      0.075      0.30           1          126        0.00     0.61       8.45       2693.3     1276.6     1416.7     0.674     c3:13.62; c2:14.20
85  H1141TS188_2       188s    GuijunLab-DeepDA     0.139    0.139    2        A1B1     C1        2        0.00     29       0        6.5      11.50      4.50        0.812      0.071      0.26           1          126        0.00     0.62       8.48       2508.6     1202.9     1305.7     0.674     c3:13.59; c2:14.11
86  H1141TS169_5       169     GuijunLab-Human      0.139    0.139    2        A1B1     C1        2        0.00     29       0        6.5      11.50      4.50        0.812      0.071      0.26           1          126        0.00     0.62       8.48       2508.6     1202.9     1305.7     0.674     c3:13.59; c2:14.11
87  H1141TS169_4       169     GuijunLab-Human      0.139    0.139    2        A1B1     C1        2        0.00     29       0        6.5      11.50      4.50        0.812      0.071      0.26           1          126        0.00     0.62       8.48       2508.6     1202.9     1305.7     0.674     c3:13.59; c2:14.11
88  H1141TS098_1       098s    GuijunLab-Assembly   0.139    0.139    2        A1B1     C1        2        0.00     29       0        6.5      11.50      4.50        0.812      0.071      0.26           1          126        0.00     0.62       8.48       2508.6     1202.9     1305.7     0.674     c3:13.59; c2:14.11
89  H1141TS374_4       374     Zheng                0.139    0.139    2        A1B1     C1        2        0.00     27       0        8.5      14.80      6.00        0.812      0.075      0.28           1          126        0.00     0.63       8.51       2510.7     1073.4     1437.2     0.674     c3:13.59; c2:14.15
90  H1141TS439_4       439     Yang                 0.138    0.138    2        A1B1     C1        2        0.00     30       0        4.0      5.90       3.00        0.784      0.070      0.30           1          126        0.00     0.64       8.49       2816.8     761.4      2055.3     0.673     c3:13.62; c2:14.18
91  H1141TS180_2       180     McGuffin             0.138    0.138    2        A1B1     C1        2        0.00     27       0        6.1      9.70       4.50        0.807      0.074      0.26           1          126        0.00     0.60       8.51       2459.3     1298.8     1160.5     0.672     c3:13.58; c2:14.22
92  H1141TS298_2       298s    MUFold               0.138    0.138    2        A1B1     C1        2        0.00     25       0        6.5      11.50      4.50        0.812      0.070      0.28           1          126        0.00     0.62       8.52       2513.4     1194.4     1319.0     0.674     c3:13.57; c2:14.15
93  H1141TS360_3       360     MUFold_H             0.138    0.138    2        A1B1     C1        2        0.00     25       0        6.5      11.50      4.50        0.812      0.070      0.28           1          126        0.00     0.62       8.52       2513.4     1194.4     1319.0     0.674     c3:13.57; c2:14.15
94  H1141TS350_5       350     ClusPro              0.138    0.138    2        A1B1     C1        2        0.00     46       0        7.0      8.30       6.00        0.788      0.063      0.31           1          126        0.00     0.58       12.30      1286.1     447.7      838.4      0.657     c3:13.94; c2:13.71
95  H1141TS003_2       003     MULTICOM_human       0.137    0.137    2        A1B1     C1        2        0.00     24       0        4.3      7.70       3.00        0.808      0.068      0.23           1          126        0.00     0.61       8.64       2669.5     1306.2     1363.2     0.671     c3:13.56; c2:14.19
96  H1141TS158_4       158s    MULTICOM_deep        0.137    0.137    2        A1B1     C1        2        0.00     25       0        4.3      7.70       3.00        0.809      0.068      0.25           1          126        0.00     0.62       8.67       2601.3     1307.6     1293.7     0.670     c3:13.56; c2:14.19
97  H1141TS003_3       003     MULTICOM_human       0.137    0.137    2        A1B1     C1        2        0.00     25       0        4.3      7.70       3.00        0.809      0.068      0.25           1          126        0.00     0.62       8.67       2601.3     1307.6     1293.7     0.670     c3:13.56; c2:14.19
98  H1141TS158_3       158s    MULTICOM_deep        0.137    0.137    2        A1B1     C1        2        0.00     24       0        4.3      7.70       3.00        0.808      0.068      0.23           1          126        0.00     0.61       8.64       2669.5     1306.2     1363.2     0.671     c3:13.56; c2:14.19
99  H1141TS180_1       180     McGuffin             0.137    0.137    2        A1B1     C1        2        0.00     28       0        6.2      10.00      4.50        0.807      0.074      0.26           1          126        0.00     0.62       8.52       2412.6     1229.6     1182.9     0.671     c3:13.58; c2:14.22
100 H1141TS367_5       367     MULTICOM             0.137    0.137    2        A1B1     C1        2        0.00     26       0        6.5      12.00      4.50        0.811      0.074      0.27           1          126        0.00     0.64       8.53       2885.5     1384.0     1501.5     0.672     c3:13.58; c2:14.19
101 H1141TS086_4       086s    MULTICOM_qa          0.137    0.137    2        A1B1     C1        2        0.00     24       0        4.3      7.70       3.00        0.808      0.068      0.23           1          126        0.00     0.61       8.64       2669.5     1306.2     1363.2     0.671     c3:13.56; c2:14.19
102 H1141TS288_2       288s    DFolding-server      0.137    0.137    2        A1B1     C1        2        0.00     28       0        4.1      6.70       3.00        0.800      0.071      0.31           1          126        0.00     0.59       8.50       2717.5     1542.6     1174.8     0.674     c3:13.57; c2:14.12
103 H1141TS086_3       086s    MULTICOM_qa          0.137    0.137    2        A1B1     C1        2        0.00     25       0        4.3      7.70       3.00        0.809      0.068      0.25           1          126        0.00     0.62       8.67       2601.3     1307.6     1293.7     0.670     c3:13.56; c2:14.19
104 H1141TS188_1       188s    GuijunLab-DeepDA     0.136    0.136    2        A1B1     C1        2        0.00     29       0        6.5      11.50      4.50        0.813      0.071      0.25           1          126        0.00     0.63       8.55       2501.4     1226.8     1274.7     0.675     c3:13.58; c2:14.11
105 H1141TS133_1       133s    ShanghaiTech-TS-SER  0.136    0.136    2        A1B1     C1        2        0.00     26       0        6.4      11.10      4.50        0.813      0.070      0.28           1          126        0.00     0.61       8.57       2545.2     1224.1     1321.2     0.674     c3:13.57; c2:14.12
106 H1141TS098_2       098s    GuijunLab-Assembly   0.136    0.136    2        A1B1     C1        2        0.00     29       0        6.5      11.50      4.50        0.813      0.071      0.25           1          126        0.00     0.63       8.55       2501.4     1226.8     1274.7     0.675     c3:13.58; c2:14.11
107 H1141TS239_3       239s    Yang-Multimer        0.136    0.136    2        A1B1     C1        2        0.00     25       0        4.2      7.10       3.00        0.800      0.068      0.30           1          126        0.00     0.63       8.47       2903.2     1528.2     1375.0     0.668     c3:13.58; c2:14.22
108 H1141TS227_1       227     GinobiFold           0.136    0.136    2        A1B1     C1        2        0.00     26       0        6.4      11.10      4.50        0.813      0.070      0.28           1          126        0.00     0.61       8.57       2545.2     1224.1     1321.2     0.674     c3:13.57; c2:14.12
109 H1141TS071_2       071s    RaptorX-Multimer     0.136    0.136    2        A1B1     C1        2        0.00     24       0        3.9      5.70       3.00        0.797      0.069      0.33           1          126        0.00     0.56       8.74       2432.9     1275.1     1157.8     0.673     c3:13.58; c2:14.18
110 H1141TS367_2       367     MULTICOM             0.135    0.135    2        A1B1     C1        2        0.00     25       0        6.5      12.00      4.50        0.814      0.070      0.26           1          126        0.00     0.59       8.55       2530.3     1193.4     1336.9     0.674     c3:13.57; c2:14.16
111 H1141TS390_1       390s    NBIS-AF2-multimer    0.135    0.135    2        A1B1     C1        2        0.00     27       0        6.4      11.10      4.50        0.813      0.070      0.28           1          126        0.00     0.65       8.61       2474.9     1177.4     1297.5     0.675     c3:13.57; c2:14.15
