    Model              Gr.Code Group                QSglob   QSbest   Mol.Size Stoich.  Symm.     SymmSize SymmRMSD No.Conts No.Clash F1       Prec.Iface Recal.Iface lDDToligo  DockQ_Avg  Jaccard.Coeff. Align.Size Align.Len  Orient   LocalRMSD  Iface.RMSD SA.total   SA.polar  SA.apolar  TMscore    SymmGr.RMSD
1   H1142TS119_2       119     Kiharalab            0.673    0.673    2        A1B1     C1        2        0.00     30       0        44.7     45.90      43.60       0.814      0.314      0.61           1          208        0.00     1.12       2.72       931.3      404.0      527.3      0.773     c3:14.43; c2:14.77
12  H1142TS165_3       165     FTBiot0119           0.117    0.117    2        A1B1     C1        2        0.00     85       4        5.5      4.20       7.70        0.774      0.049      0.25           1          208        0.00     1.13       8.75       137.3      123.0      14.3       0.644     c3:14.37; c2:14.17
13  H1142TS165_1       165     FTBiot0119           0.105    0.105    2        A1B1     C1        2        0.00     94       3        6.1      4.30       10.30       0.788      0.058      0.26           1          208        0.00     1.12       8.79       -349.8     -171.3     -178.5     0.644     c3:14.24; c2:14.16
14  H1142TS433_1       433     OpenFold-SingleSeq   0.098    0.098    2        A1B1     C1        2        0.00     42       0        4.5      4.10       5.10        0.798      0.050      0.24           1          208        0.00     1.10       9.29       684.2      466.7      217.5      0.652     c3:14.31; c2:14.38
15  H1142TS441_2       441     OpenFold             0.098    0.098    2        A1B1     C1        2        0.00     42       0        4.6      4.20       5.10        0.793      0.050      0.23           1          208        0.00     1.10       9.27       788.9      583.8      205.1      0.653     c3:14.29; c2:14.37
16  H1142TS433_2       433     OpenFold-SingleSeq   0.098    0.098    2        A1B1     C1        2        0.00     42       0        4.6      4.20       5.10        0.793      0.050      0.23           1          208        0.00     1.10       9.27       788.9      583.8      205.1      0.653     c3:14.29; c2:14.37
17  H1142TS441_1       441     OpenFold             0.098    0.098    2        A1B1     C1        2        0.00     42       0        4.5      4.10       5.10        0.798      0.050      0.24           1          208        0.00     1.10       9.29       684.2      466.7      217.5      0.652     c3:14.31; c2:14.38
18  H1142TS433_5       433     OpenFold-SingleSeq   0.095    0.095    2        A1B1     C1        2        0.00     40       0        4.5      4.10       5.10        0.798      0.050      0.26           1          208        0.00     1.17       9.27       751.1      505.6      245.6      0.651     c3:14.29; c2:14.32
19  H1142TS441_5       441     OpenFold             0.095    0.095    2        A1B1     C1        2        0.00     40       0        4.5      4.10       5.10        0.798      0.050      0.26           1          208        0.00     1.17       9.27       751.1      505.6      245.6      0.651     c3:14.29; c2:14.32
20  H1142TS441_4       441     OpenFold             0.090    0.091    2        A1B1     C1        2        0.00     40       0        6.7      6.00       7.70        0.799      0.059      0.25           1          208        0.00     1.17       9.23       662.6      446.4      216.2      0.653     c3:14.29; c2:14.29
21  H1142TS433_4       433     OpenFold-SingleSeq   0.090    0.091    2        A1B1     C1        2        0.00     40       0        6.7      6.00       7.70        0.799      0.059      0.25           1          208        0.00     1.17       9.23       662.6      446.4      216.2      0.653     c3:14.29; c2:14.29
22  H1142TS441_3       441     OpenFold             0.089    0.089    2        A1B1     C1        2        0.00     42       1        4.7      4.30       5.10        0.796      0.050      0.25           1          208        0.00     1.17       9.21       791.6      589.2      202.4      0.653     c3:14.27; c2:14.28
23  H1142TS433_3       433     OpenFold-SingleSeq   0.089    0.089    2        A1B1     C1        2        0.00     42       1        4.7      4.30       5.10        0.796      0.050      0.25           1          208        0.00     1.17       9.21       791.6      589.2      202.4      0.653     c3:14.27; c2:14.28
24  H1142TS494_1       494     Venclovas            0.077    0.080    2        A1B1     C1        2        0.00     28       0        0.0      0.00       0.00        0.791      0.036      0.13           1          208        0.00     1.16       6.45       1301.5     862.9      438.6      0.627     c3:14.25; c2:14.39
25  H1142TS398_4       398     ChaePred             0.076    0.078    2        A1B1     C1        2        0.00     72       2        3.0      2.10       5.10        0.757      0.036      0.13           1          208        0.00     1.12       7.76       348.8      267.4      81.5       0.625     c3:14.31; c2:13.91
26  H1142TS119_4       119     Kiharalab            0.076    0.076    2        A1B1     C1        2        0.00     19       0        3.3      4.80       2.60        0.796      0.060      0.32           1          208        0.00     1.12       7.93       1333.2     574.0      759.2      0.655     c3:14.14; c2:14.50
27  H1142TS147_3       147     SHT                  0.060    0.060    2        A1B1     C1        2        0.00     54       2        4.4      3.80       5.10        0.738      0.056      0.26           1          208        0.00     1.49       9.77       175.8      117.2      58.5       0.640     c3:13.97; c2:14.51
28  H1142TS098_2       098s    GuijunLab-Assembly   0.050    0.050    2        A1B1     C1        2        0.00     99       9        2.7      1.80       5.10        0.746      0.033      0.26           1          208        0.00     1.11       9.07       932.5      453.1      479.4      0.626     c3:14.12; c2:14.14
29  H1142TS398_5       398     ChaePred             0.041    0.041    2        A1B1     C1        2        0.00     93       4        1.6      1.10       2.60        0.769      0.028      0.11           1          208        0.00     1.12       9.18       538.7      419.3      119.4      0.627     c3:14.10; c2:13.99
30  H1142TS092_1       092     Agemo_mix            0.038    0.038    2        A1B1     C1        2        0.00     49       0        2.4      2.30       2.60        0.784      0.026      0.24           1          208        0.00     1.13       10.56      558.4      329.2      229.3      0.626     c3:14.34; c2:14.53
31  H1142TS493_5       493     Shen-CAPRI           0.030    0.030    2        A1B1     C1        2        0.00     42       1        2.0      1.60       2.60        0.751      0.025      0.15           1          208        0.00     1.43       8.82       -730.0     -807.9     77.9       0.615     c3:14.17; c2:14.01
32  H1142TS225_4       225     ShanghaiTech         0.018    0.018    2        A1B1     C1        2        0.00     70       1        0.0      0.00       0.00        0.801      0.016      0.20           1          208        0.00     1.14       9.55       -208.4     -157.7     -50.7      0.619     c3:14.20; c2:14.09
33  H1142TS147_1       147     SHT                  0.016    0.016    2        A1B1     C1        2        0.00     49       0        0.0      0.00       0.00        0.729      0.012      0.16           1          208        0.00     1.49       10.13      280.9      190.7      90.2       0.615     c3:14.91; c2:14.56
34  H1142TS315_1       315s    Cerebra              0.016    0.016    2        A1B1     C1        2        0.00     510      4        0.7      0.40       5.10        0.382      0.045      0.10           1          208        0.00     3.79       11.43      -1335.4    -1493.3    157.9      0.540     c3:14.72; c2:16.55
35  H1142TS052_1       052     Gonglab-THU          0.016    0.016    2        A1B1     C1        2        0.00     510      4        0.7      0.40       5.10        0.382      0.045      0.10           1          208        0.00     3.79       11.43      -1335.4    -1493.3    157.9      0.540     c3:14.72; c2:16.55
36  H1142TS225_3       225     ShanghaiTech         0.014    0.014    2        A1B1     C1        2        0.00     99       1        0.0      0.00       0.00        0.788      0.017      0.17           1          208        0.00     1.07       9.57       -256.6     -266.7     10.1       0.620     c3:14.28; c2:14.10
37  H1142TS215_4       215s    XRC_VU               0.013    0.013    2        A1B1     C1        2        0.00     15       0        3.3      4.80       2.60        0.776      0.022      0.13           1          208        0.00     1.39       10.63      1604.0     705.4      898.6      0.612     c3:14.15; c2:14.33
38  H1142TS165_2       165     FTBiot0119           0.012    0.012    2        A1B1     C1        2        0.00     111      4        0.0      0.00       0.00        0.732      0.018      0.08           1          208        0.00     1.18       10.20      -374.2     -137.2     -236.9     0.626     c3:14.01; c2:14.00
39  H1142TS188_5       188s    GuijunLab-DeepDA     0.008    0.008    2        A1B1     C1        2        0.00     43       5        0.0      0.00       0.00        0.760      0.011      0.05           1          208        0.00     1.12       18.87      1335.2     736.2      599.0      0.617     c3:14.25; c2:13.97
40  H1142TS188_1       188s    GuijunLab-DeepDA     0.008    0.008    2        A1B1     C1        2        0.00     43       5        0.0      0.00       0.00        0.760      0.011      0.05           1          208        0.00     1.12       18.87      1335.2     736.2      599.0      0.617     c3:14.25; c2:13.97
41  H1142TS188_4       188s    GuijunLab-DeepDA     0.008    0.008    2        A1B1     C1        2        0.00     43       5        0.0      0.00       0.00        0.760      0.011      0.05           1          208        0.00     1.12       18.87      1335.2     736.2      599.0      0.617     c3:14.25; c2:13.97
42  H1142TS037_2       037     Wallner              0.008    0.008    2        A1B1     C1        2        0.00     51       0        2.0      1.60       2.60        0.808      0.024      0.16           1          208        0.00     0.99       10.46      388.9      111.5      277.4      0.621     c3:15.11; c2:14.75
43  H1142TS188_3       188s    GuijunLab-DeepDA     0.008    0.008    2        A1B1     C1        2        0.00     43       5        0.0      0.00       0.00        0.760      0.011      0.05           1          208        0.00     1.12       18.87      1335.2     736.2      599.0      0.617     c3:14.25; c2:13.97
44  H1142TS188_2       188s    GuijunLab-DeepDA     0.008    0.008    2        A1B1     C1        2        0.00     43       5        0.0      0.00       0.00        0.760      0.011      0.05           1          208        0.00     1.12       18.87      1335.2     736.2      599.0      0.617     c3:14.25; c2:13.97
45  H1142TS374_3       374     Zheng                0.008    0.008    2        A1B1     C1        2        0.00     59       0        1.9      1.50       2.60        0.806      0.024      0.20           1          208        0.00     1.00       10.26      154.6      24.0       130.7      0.621     c3:15.09; c2:14.80
46  H1142TS215_5       215s    XRC_VU               0.004    0.004    2        A1B1     C1        2        0.00     10       0        0.0      0.00       0.00        0.783      0.015      0.15           1          208        0.00     1.22       10.87      1727.0     944.4      782.6      0.614     c3:14.16; c2:13.96
47  H1142TS225_1       225     ShanghaiTech         0.004    0.004    2        A1B1     C1        2        0.00     81       0        0.0      0.00       0.00        0.804      0.016      0.19           1          208        0.00     1.10       9.80       251.4      141.8      109.6      0.618     c3:14.15; c2:14.00
48  H1142TS037_5       037     Wallner              0.004    0.004    2        A1B1     C1        2        0.00     39       0        2.2      2.00       2.60        0.816      0.028      0.17           1          208        0.00     0.95       10.01      735.9      303.0      432.9      0.622     c3:14.70; c2:14.74
49  H1142TS054_5       054     UltraFold            0.003    0.003    2        A1B1     C1        2        0.00     26       0        0.0      0.00       0.00        0.805      0.011      0.10           1          208        0.00     1.22       11.89      1371.5     631.1      740.4      0.614     c3:14.05; c2:13.84
50  H1142TS125_5       125s    UltraFold_Server     0.003    0.003    2        A1B1     C1        2        0.00     26       0        0.0      0.00       0.00        0.805      0.011      0.10           1          208        0.00     1.22       11.89      1371.5     631.1      740.4      0.614     c3:14.05; c2:13.84
51  H1142TS494_2       494     Venclovas            0.003    0.003    2        A1B1     C1        2        0.00     42       0        0.0      0.00       0.00        0.797      0.036      0.21           1          208        0.00     1.09       9.52       1448.5     1086.1     362.4      0.630     c3:14.02; c2:14.06
52  H1142TS399_5       399     BeijingAIProtein     0.003    0.003    2        A1B1     C1        2        0.00     26       0        0.0      0.00       0.00        0.805      0.011      0.10           1          208        0.00     1.22       11.89      1371.5     631.1      740.4      0.614     c3:14.05; c2:13.84
53  H1142TS098_4       098s    GuijunLab-Assembly   0.002    0.002    2        A1B1     C1        2        0.00     38       0        0.0      0.00       0.00        0.809      0.011      0.20           1          208        0.00     1.11       12.21      930.1      492.5      437.7      0.616     c3:14.28; c2:13.88
54  H1142TS423_5       423     trComplex            0.002    0.002    2        A1B1     C1        2        0.00     29       0        0.0      0.00       0.00        0.805      0.011      0.14           1          208        0.00     1.07       11.23      1409.3     648.4      760.9      0.616     c3:13.98; c2:13.86
55  H1142TS444_5       444     CoDock               0.002    0.002    2        A1B1     C1        2        0.00     34       0        0.0      0.00       0.00        0.774      0.030      0.14           1          208        0.00     1.35       9.05       1057.2     802.8      254.4      0.619     c3:14.26; c2:14.14
56  H1142TS187_5       187     TRFold               0.002    0.002    2        A1B1     C1        2        0.00     29       0        0.0      0.00       0.00        0.805      0.011      0.14           1          208        0.00     1.07       11.23      1409.3     648.4      760.9      0.616     c3:13.98; c2:13.86
57  H1142TS225_2       225     ShanghaiTech         0.001    0.001    2        A1B1     C1        2        0.00     56       0        0.0      0.00       0.00        0.807      0.017      0.18           1          208        0.00     1.04       9.66       356.8      169.2      187.6      0.620     c3:14.15; c2:13.96
58  H1142TS439_5       439     Yang                 0.001    0.001    2        A1B1     C1        2        0.00     25       0        0.0      0.00       0.00        0.774      0.013      0.09           1          208        0.00     1.20       10.85      1250.9     132.8      1118.1     0.613     c3:13.99; c2:13.95
59  H1142TS205_1       205     Zou                  0.001    0.001    2        A1B1     C1        2        0.00     48       0        0.0      0.00       0.00        0.740      0.012      0.19           1          208        0.00     1.36       12.85      1022.0     438.1      583.8      0.609     c3:14.56; c2:14.04
60  H1142TS073_2       073s    DFolding-refine      0.001    0.001    2        A1B1     C1        2        0.00     36       0        0.0      0.00       0.00        0.708      0.011      0.15           1          208        0.00     1.68       12.62      761.4      -747.6     1509.0     0.599     c3:14.59; c2:14.07
61  H1142TS257_3       257     WL_team              0.001    0.001    2        A1B1     C1        2        0.00     32       0        0.0      0.00       0.00        0.701      0.012      0.18           1          208        0.00     1.36       13.03      1297.9     823.2      474.7      0.607     c3:14.62; c2:14.08
62  H1142TS390_5       390s    NBIS-AF2-multimer    0.000    0.000    2        A1B1     C1        2        0.00     34       0        0.0      0.00       0.00        0.809      0.011      0.20           1          208        0.00     1.12       12.73      771.8      414.4      357.4      0.616     c3:14.51; c2:13.86
63  H1142TS399_3       399     BeijingAIProtein     0.000    0.000    2        A1B1     C1        2        0.00     25       0        0.0      0.00       0.00        0.803      0.010      0.12           1          208        0.00     1.21       12.04      1104.3     392.9      711.5      0.612     c3:14.25; c2:14.11
64  H1142TS399_4       399     BeijingAIProtein     0.000    0.000    2        A1B1     C1        2        0.00     33       0        0.0      0.00       0.00        0.806      0.011      0.17           1          208        0.00     1.18       12.57      1085.2     417.5      667.7      0.614     c3:14.05; c2:14.36
65  H1142TS423_2       423     trComplex            0.000    0.000    2        A1B1     C1        2        0.00     22       1        0.0      0.00       0.00        0.805      0.011      0.14           1          208        0.00     1.09       12.44      1570.4     773.4      797.0      0.616     c3:14.15; c2:13.83
66  H1142TS444_4       444     CoDock               0.000    0.000    2        A1B1     C1        2        0.00     58       0        0.0      0.00       0.00        0.777      0.011      0.17           1          208        0.00     1.13       14.32      521.8      636.3      -114.5     0.613     c3:14.53; c2:14.20
67  H1142TS446_3       446s    ColabFold            0.000    0.000    2        A1B1     C1        2        0.00     52       0        0.0      0.00       0.00        0.798      0.011      0.16           1          208        0.00     1.13       13.56      858.7      542.8      315.9      0.614     c3:14.39; c2:13.92
68  H1142TS447_5       447     DELCLAB              0.000    0.000    2        A1B1     C1        2        0.00     293      1        0.0      0.00       0.00        0.605      0.016      0.05           1          208        0.00     1.97       11.92      -3284.4    -2464.1    -820.4     0.123     c3:14.63; c2:14.33
69  H1142TS462_2       462s    MultiFOLD            0.000    0.000    2        A1B1     C1        2        0.00     27       1        0.0      0.00       0.00        0.786      0.009      0.14           1          208        0.00     1.17       12.76      807.0      559.3      247.7      0.611     c3:14.45; c2:13.83
70  H1142TS477_1       477     DMP                  0.000    0.000    2        A1B1     C1        2        0.00     47       0        0.0      0.00       0.00        0.765      0.012      0.18           1          127        0.00     1.32       11.98      1036.3     551.3      485.0      0.608     c3:14.00; c2:14.12
71  H1142TS494_5       494     Venclovas            0.000    0.000    2        A1B1     C1        2        0.00     34       0        0.0      0.00       0.00        0.782      0.010      0.16           1          127        0.00     1.34       12.25      1407.0     1083.4     323.6      0.606     c3:14.76; c2:14.21
72  H1142TS098_3       098s    GuijunLab-Assembly   0.000    0.000    2        A1B1     C1        2        0.00     479      38       0.0      0.00       0.00        0.500      0.024      0.16           1          208        0.00     1.12       9.66       -1819.1    -785.0     -1034.1    0.625     c3:14.19; c2:15.13
73  H1142TS131_3       131s    Kiharalab_Server     0.000    0.000    2        A1B1     C1        2        0.00     42       1        0.0      0.00       0.00        0.800      0.012      0.12           1          208        0.00     1.11       12.49      716.6      338.0      378.6      0.614     c3:14.05; c2:14.34
74  H1142TS158_3       158s    MULTICOM_deep        0.000    0.000    2        A1B1     C1        2        0.00     38       0        0.0      0.00       0.00        0.793      0.011      0.21           1          208        0.00     1.12       12.47      737.6      360.1      377.4      0.615     c3:14.20; c2:13.88
75  H1142TS187_4       187     TRFold               0.000    0.000    2        A1B1     C1        2        0.00     39       0        0.0      0.00       0.00        0.801      0.010      0.16           1          208        0.00     1.11       11.64      1197.1     529.8      667.3      0.614     c3:14.49; c2:13.92
76  H1142TS215_3       215s    XRC_VU               0.000    0.000    2        A1B1     C1        2        0.00     9        0        0.0      0.00       0.00        0.776      0.012      0.00           1          208        0.00     1.22       18.57      2071.5     1201.4     870.0      0.611     c3:14.48; c2:14.30
77  H1142TS227_4       227     GinobiFold           0.000    0.000    2        A1B1     C1        2        0.00     39       0        0.0      0.00       0.00        0.802      0.011      0.19           1          208        0.00     1.13       13.29      696.2      393.5      302.8      0.615     c3:14.33; c2:13.92
78  H1142TS239_2       239s    Yang-Multimer        0.000    0.000    2        A1B1     C1        2        0.00     58       1        0.0      0.00       0.00        0.770      0.009      0.17           1          208        0.00     1.14       12.63      867.3      -185.5     1052.8     0.613     c3:14.55; c2:14.04
79  H1142TS248_3       248     Manifold             0.000    0.000    2        A1B1     C1        2        0.00     26       0        0.0      0.00       0.00        0.796      0.011      0.15           1          208        0.00     1.12       13.64      1507.9     1029.6     478.3      0.615     c3:14.30; c2:13.97
80  H1142TS278_5       278     PEZYFoldings         0.000    0.000    2        A1B1     C1        2        0.00     45       0        0.0      0.00       0.00        0.804      0.012      0.18           1          208        0.00     1.12       12.97      671.5      440.0      231.5      0.615     c3:14.50; c2:14.09
81  H1142TS298_4       298s    MUFold               0.000    0.000    2        A1B1     C1        2        0.00     32       0        0.0      0.00       0.00        0.806      0.009      0.14           1          208        0.00     1.17       13.10      699.0      285.2      413.7      0.614     c3:14.67; c2:14.18
82  H1142TS320_5       320     Elofsson             0.000    0.000    2        A1B1     C1        2        0.00     34       0        0.0      0.00       0.00        0.809      0.011      0.20           1          208        0.00     1.12       12.73      771.8      414.4      357.4      0.616     c3:14.51; c2:13.86
83  H1142TS333_4       333s    FALCON0              0.000    0.000    2        A1B1     C1        2        0.00     0        0        -        -          -           0.543      0.000      -              1          208        0.00     1.10       -          12874.9    4842.0     8032.9     0.094     c3:77.01; c2:78.19
84  H1142TS368_3       368s    FALCON2              0.000    0.000    2        A1B1     C1        2        0.00     0        0        -        -          -           0.538      0.000      -              1          208        0.00     1.28       -          12577.8    4807.5     7770.3     0.093     c3:77.26; c2:76.89
85  H1142TS374_5       374     Zheng                0.000    0.000    2        A1B1     C1        2        0.00     40       0        0.0      0.00       0.00        0.801      0.011      0.18           1          208        0.00     1.14       13.16      649.4      256.0      393.3      0.615     c3:14.33; c2:13.94
86  H1142TS398_2       398     ChaePred             0.000    0.000    2        A1B1     C1        2        0.00     76       2        0.0      0.00       0.00        0.765      0.022      0.09           1          208        0.00     1.12       12.46      100.8      118.3      -17.5      0.622     c3:13.98; c2:14.05
87  H1142TS399_1       399     BeijingAIProtein     0.000    0.000    2        A1B1     C1        2        0.00     26       1        0.0      0.00       0.00        0.805      0.010      0.16           1          208        0.00     1.18       12.95      1195.1     592.0      603.1      0.614     c3:14.30; c2:13.92
88  H1142TS439_4       439     Yang                 0.000    0.000    2        A1B1     C1        2        0.00     39       1        0.0      0.00       0.00        0.775      0.012      0.12           1          208        0.00     1.13       12.92      1014.1     -60.7      1074.8     0.614     c3:14.01; c2:14.41
89  H1142TS447_3       447     DELCLAB              0.000    0.000    2        A1B1     C1        2        0.00     75       0        0.0      0.00       0.00        0.711      0.012      0.15           1          208        0.00     1.53       12.76      -1952.2    -2180.2    228.0      0.602     c3:13.69; c2:13.73
90  H1142TS462_5       462s    MultiFOLD            0.000    0.000    2        A1B1     C1        2        0.00     35       0        0.0      0.00       0.00        0.789      0.011      0.15           1          208        0.00     1.10       11.45      646.6      374.9      271.7      0.612     c3:14.18; c2:13.84
91  H1142TS054_3       054     UltraFold            0.000    0.000    2        A1B1     C1        2        0.00     25       0        0.0      0.00       0.00        0.803      0.010      0.12           1          208        0.00     1.21       12.04      1104.3     392.9      711.5      0.612     c3:14.25; c2:14.11
92  H1142TS071_5       071s    RaptorX-Multimer     0.000    0.000    2        A1B1     C1        2        0.00     45       0        0.0      0.00       0.00        0.758      0.011      0.15           1          208        0.00     1.42       11.38      811.4      379.9      431.4      0.607     c3:14.25; c2:14.04
93  H1142TS073_4       073s    DFolding-refine      0.000    0.000    2        A1B1     C1        2        0.00     33       0        0.0      0.00       0.00        0.710      0.012      0.14           1          127        0.00     1.95       13.61      875.3      -582.8     1458.0     0.591     c3:13.97; c2:14.28
94  H1142TS169_1       169     GuijunLab-Human      0.000    0.000    2        A1B1     C1        2        0.00     35       0        0.0      0.00       0.00        0.810      0.011      0.15           1          208        0.00     1.11       12.19      1026.9     489.9      536.9      0.614     c3:14.12; c2:14.32
95  H1142TS234_4       234     Panlab               0.000    0.000    2        A1B1     C1        2        0.00     36       0        0.0      0.00       0.00        0.759      0.010      0.15           1          208        0.00     1.12       12.60      1369.2     742.9      626.3      0.614     c3:14.46; c2:14.36
96  H1142TS239_1       239s    Yang-Multimer        0.000    0.000    2        A1B1     C1        2        0.00     32       0        0.0      0.00       0.00        0.779      0.016      0.21           1          208        0.00     1.15       11.54      1547.2     117.7      1429.6     0.616     c3:13.90; c2:14.02
97  H1142TS257_2       257     WL_team              0.000    0.000    2        A1B1     C1        2        0.00     30       0        0.0      0.00       0.00        0.683      0.012      0.19           1          208        0.00     1.76       12.76      1799.2     1180.6     618.6      0.597     c3:14.73; c2:14.07
98  H1142TS298_1       298s    MUFold               0.000    0.000    2        A1B1     C1        2        0.00     38       0        0.0      0.00       0.00        0.806      0.011      0.21           1          208        0.00     1.12       12.92      755.2      385.0      370.2      0.616     c3:14.41; c2:13.90
99  H1142TS320_1       320     Elofsson             0.000    0.000    2        A1B1     C1        2        0.00     34       0        0.0      0.00       0.00        0.806      0.011      0.17           1          208        0.00     1.12       13.00      894.6      453.3      441.3      0.616     c3:14.47; c2:13.93
100 H1142TS374_4       374     Zheng                0.000    0.000    2        A1B1     C1        2        0.00     79       2        0.0      0.00       0.00        0.786      0.011      0.17           1          127        0.00     1.29       13.72      -896.7     -718.7     -177.9     0.610     c3:14.56; c2:14.03
101 H1142TS423_3       423     trComplex            0.000    0.000    2        A1B1     C1        2        0.00     38       0        0.0      0.00       0.00        0.804      0.012      0.15           1          208        0.00     1.03       12.30      941.8      467.6      474.2      0.615     c3:13.92; c2:14.23
102 H1142TS447_2       447     DELCLAB              0.000    0.000    2        A1B1     C1        2        0.00     74       0        0.0      0.00       0.00        0.712      0.012      0.12           1          208        0.00     1.38       12.06      -1998.8    -2111.3    112.5      0.606     c3:14.32; c2:13.83
103 H1142TS003_3       003     MULTICOM_human       0.000    0.000    2        A1B1     C1        2        0.00     36       0        0.0      0.00       0.00        0.807      0.010      0.21           1          208        0.00     1.11       12.72      825.4      469.1      356.3      0.616     c3:14.48; c2:13.84
104 H1142TS003_4       003     MULTICOM_human       0.000    0.000    2        A1B1     C1        2        0.00     44       0        0.0      0.00       0.00        0.810      0.011      0.22           1          208        0.00     1.12       12.33      781.2      493.1      288.1      0.616     c3:14.54; c2:13.90
105 H1142TS035_2       035s    Manifold-E           0.000    0.000    2        A1B1     C1        2        0.00     30       0        0.0      0.00       0.00        0.799      0.008      0.22           1          208        0.00     1.13       18.30      1639.4     953.5      685.9      0.613     c3:14.59; c2:15.22
106 H1142TS037_3       037     Wallner              0.000    0.000    2        A1B1     C1        2        0.00     26       0        0.0      0.00       0.00        0.807      0.007      0.20           1          208        0.00     1.13       18.22      730.5      152.4      578.1      0.612     c3:15.03; c2:15.22
107 H1142TS071_3       071s    RaptorX-Multimer     0.000    0.000    2        A1B1     C1        2        0.00     42       0        0.0      0.00       0.00        0.765      0.011      0.14           1          208        0.00     1.19       11.48      831.2      478.1      353.0      0.611     c3:14.09; c2:13.77
108 H1142TS071_4       071s    RaptorX-Multimer     0.000    0.000    2        A1B1     C1        2        0.00     42       2        0.0      0.00       0.00        0.765      0.012      0.12           1          208        0.00     1.20       11.43      796.0      469.5      326.5      0.611     c3:14.01; c2:13.91
109 H1142TS086_1       086s    MULTICOM_qa          0.000    0.000    2        A1B1     C1        2        0.00     38       0        0.0      0.00       0.00        0.793      0.011      0.21           1          208        0.00     1.12       12.57      821.7      413.4      408.3      0.615     c3:14.26; c2:13.89
110 H1142TS133_2       133s    ShanghaiTech-TS-SER  0.000    0.000    2        A1B1     C1        2        0.00     39       2        0.0      0.00       0.00        0.802      0.012      0.14           1          208        0.00     1.12       11.87      964.8      436.7      528.1      0.614     c3:14.06; c2:14.23
111 H1142TS133_3       133s    ShanghaiTech-TS-SER  0.000    0.000    2        A1B1     C1        2        0.00     41       1        0.0      0.00       0.00        0.800      0.011      0.16           1          208        0.00     1.12       11.73      823.5      420.3      403.2      0.614     c3:14.35; c2:14.16
112 H1142TS205_4       205     Zou                  0.000    0.000    2        A1B1     C1        2        0.00     42       1        0.0      0.00       0.00        0.794      0.012      0.12           1          208        0.00     1.06       12.33      558.0      -106.0     664.0      0.615     c3:14.04; c2:14.40
