    Model              Gr.Code Group                QSglob   QSbest   Mol.Size Stoich.  Symm.     SymmSize SymmRMSD No.Conts No.Clash F1       Prec.Iface Recal.Iface lDDToligo  DockQ_Avg  Jaccard.Coeff. Align.Size Align.Len  Orient   LocalRMSD  Iface.RMSD SA.total   SA.polar  SA.apolar  TMscore    SymmGr.RMSD
1   H1166TS360_3       360     MUFold_H             0.733    0.764    3        A1B1C1   C1        3        0.00     154      0        60.9     59.67      64.32       0.832      0.275      0.65           2          438        0.05     3.25       2.55       655.5      943.7      -288.2     0.744     c3:30.93; c2:3.48
15  H1166TS360_4       360     MUFold_H             0.678    0.713    3        A1B1C1   C1        3        0.00     158      0        56.7     58.20      60.55       0.823      0.241      0.63           2          438        0.06     3.93       3.34       597.5      855.5      -257.9     0.703     c3:30.91; c2:4.10
16  H1166TS205_3       205     Zou                  0.678    0.699    3        A1B1C1   C1        3        0.00     191      1        55.1     49.86      61.80       0.751      0.227      0.60           2          438        0.03     6.42       4.57       738.5      666.5      72.1       0.618     c3:30.14; c2:6.95
17  H1166TS390_5       390s    NBIS-AF2-multimer    0.673    0.705    3        A1B1C1   C1        3        0.00     179      1        61.2     61.89      64.31       0.827      0.224      0.64           2          438        0.12     6.75       3.68       216.1      863.1      -647.0     0.607     c3:29.94; c2:7.16
18  H1166TS098_4       098s    GuijunLab-Assembly   0.673    0.705    3        A1B1C1   C1        3        0.00     179      1        61.2     61.89      64.31       0.827      0.224      0.64           2          438        0.08     6.75       3.68       194.8      845.0      -650.3     0.607     c3:29.94; c2:7.16
19  H1166TS320_5       320     Elofsson             0.673    0.705    3        A1B1C1   C1        3        0.00     179      1        61.2     61.89      64.31       0.827      0.224      0.64           2          438        0.12     6.75       3.68       216.1      863.1      -647.0     0.607     c3:29.94; c2:7.16
20  H1166TS239_3       239s    Yang-Multimer        0.669    0.697    3        A1B1C1   C2        2        3.65     147      0        60.3     58.13      63.05       0.815      0.274      0.60           2          438        0.03     1.67       1.46       1212.1     31.4       1180.7     0.803     c3:32.60; c2:3.08
21  H1166TS298_1       298s    MUFold               0.669    0.693    3        A1B1C1   C1        3        0.00     167      0        57.9     54.84      61.76       0.825      0.202      0.65           2          438        0.12     6.42       4.75       237.6      809.0      -571.4     0.617     c3:29.95; c2:6.82
22  H1166TS011_4       011s    GinobiFold-SER       0.668    0.696    3        A1B1C1   C2        2        3.36     157      0        59.4     55.57      64.34       0.833      0.260      0.59           2          438        0.04     2.49       1.89       1232.3     1301.8     -69.5      0.765     c3:32.52; c2:2.93
23  H1166TS434_4       434     Coqualia             0.668    0.696    3        A1B1C1   C2        2        3.36     157      0        59.4     55.57      64.34       0.833      0.260      0.59           2          438        0.04     2.49       1.89       1232.3     1301.8     -69.5      0.765     c3:32.52; c2:2.93
24  H1166TS298_2       298s    MUFold               0.668    0.693    3        A1B1C1   C1        3        0.00     159      0        62.4     58.93      66.89       0.831      0.202      0.63           2          438        0.12     6.45       4.66       463.0      1014.3     -551.3     0.613     c3:29.93; c2:6.97
25  H1166TS367_3       367     MULTICOM             0.667    0.702    3        A1B1C1   C1        3        0.00     168      1        57.7     55.27      61.18       0.829      0.236      0.63           2          438        0.07     4.27       3.43       468.9      881.6      -412.8     0.690     c3:30.37; c2:4.37
26  H1166TS350_5       350     ClusPro              0.667    0.713    3        A1B1C1   C2        2        2.23     163      0        53.5     48.98      59.25       0.801      0.271      0.59           2          398        0.04     5.07       1.98       840.8      970.4      -129.7     0.788     c3:35.04; c2:2.86
27  H1166TS291_5       291     Kozakov-Vajda        0.667    0.713    3        A1B1C1   C2        2        2.23     163      0        53.5     48.98      59.25       0.801      0.271      0.59           2          398        0.04     5.07       1.98       840.8      970.4      -129.7     0.788     c3:35.04; c2:2.86
28  H1166TS188_3       188s    GuijunLab-DeepDA     0.666    0.694    3        A1B1C1   C1        3        0.00     156      2        57.9     60.18      57.31       0.812      0.213      0.60           2          438        0.09     6.78       3.70       915.9      1395.2     -479.4     0.602     c3:29.72; c2:7.24
29  H1166TS119_1       119     Kiharalab            0.666    0.689    3        A1B1C1   C2        2        3.24     160      0        60.9     61.85      64.98       0.829      0.292      0.64           2          438        0.02     1.93       1.61       1057.8     1060.2     -2.4       0.777     c3:31.78; c2:2.86
30  H1166TS131_4       131s    Kiharalab_Server     0.666    0.689    3        A1B1C1   C2        2        3.24     159      0        60.9     61.85      64.98       0.829      0.292      0.64           2          438        0.02     1.93       1.61       1043.7     1059.7     -16.0      0.777     c3:31.78; c2:2.86
31  H1166TS298_3       298s    MUFold               0.665    0.689    3        A1B1C1   C1        3        0.00     165      1        58.4     54.89      62.39       0.826      0.196      0.61           2          438        0.12     6.38       4.82       345.5      822.9      -477.4     0.618     c3:29.95; c2:6.82
32  H1166TS433_3       433     OpenFold-SingleSeq   0.660    0.695    3        A1B1C1   C1        3        0.00     142      0        53.6     47.37      61.78       0.794      0.193      0.50           2          438        0.08     4.40       3.17       1459.0     1355.6     103.3      0.656     c3:28.26; c2:4.52
33  H1166TS441_3       441     OpenFold             0.660    0.695    3        A1B1C1   C1        3        0.00     142      0        53.6     47.37      61.78       0.794      0.193      0.50           2          438        0.08     4.40       3.17       1459.0     1355.6     103.3      0.656     c3:28.26; c2:4.52
34  H1166TS150_5       150     Grudinin             0.658    0.678    3        A1B1C1   C2        2        3.46     146      0        58.3     54.64      62.42       0.833      0.269      0.54           2          438        0.02     1.72       1.50       1534.2     1328.5     205.7      0.796     c3:32.78; c2:2.98
35  H1166TS348_2       348     Takeda-Shitaka_Lab   0.658    0.678    3        A1B1C1   C2        2        3.46     146      0        58.3     54.64      62.42       0.833      0.269      0.54           2          438        0.02     1.72       1.50       1486.3     1195.3     291.0      0.796     c3:32.78; c2:2.98
36  H1166TS434_1       434     Coqualia             0.655    0.680    3        A1B1C1   C1        3        0.00     180      1        58.2     55.67      61.76       0.825      0.199      0.63           2          438        0.12     6.63       4.71       202.4      847.4      -645.0     0.615     c3:29.97; c2:7.10
37  H1166TS011_1       011s    GinobiFold-SER       0.655    0.680    3        A1B1C1   C1        3        0.00     180      1        58.2     55.67      61.76       0.825      0.199      0.63           2          438        0.12     6.63       4.71       202.4      847.4      -645.0     0.615     c3:29.97; c2:7.10
38  H1166TS169_4       169     GuijunLab-Human      0.651    0.678    3        A1B1C1   C1        3        0.00     170      0        57.2     53.62      61.76       0.824      0.200      0.64           2          438        0.08     6.61       4.96       181.0      774.9      -593.8     0.611     c3:29.97; c2:7.03
39  H1166TS150_2       150     Grudinin             0.651    0.678    3        A1B1C1   C1        3        0.00     170      0        57.2     53.62      61.76       0.824      0.200      0.64           2          438        0.09     6.61       4.96       207.7      798.6      -590.8     0.611     c3:29.97; c2:7.04
40  H1166TS188_5       188s    GuijunLab-DeepDA     0.651    0.678    3        A1B1C1   C1        3        0.00     170      0        57.2     53.62      61.76       0.824      0.200      0.64           2          438        0.08     6.61       4.96       181.0      774.9      -593.8     0.611     c3:29.97; c2:7.03
41  H1166TS314_4       314     Pierce               0.651    0.678    3        A1B1C1   C1        3        0.00     170      0        57.2     53.62      61.76       0.824      0.200      0.64           2          438        0.12     6.61       4.96       191.5      783.9      -592.4     0.611     c3:29.97; c2:7.04
42  H1166TS320_4       320     Elofsson             0.651    0.678    3        A1B1C1   C1        3        0.00     170      0        57.2     53.62      61.76       0.824      0.200      0.64           2          438        0.12     6.61       4.96       191.5      783.9      -592.4     0.611     c3:29.97; c2:7.04
43  H1166TS390_4       390s    NBIS-AF2-multimer    0.651    0.678    3        A1B1C1   C1        3        0.00     170      0        57.2     53.62      61.76       0.824      0.200      0.64           2          438        0.12     6.61       4.96       191.5      783.9      -592.4     0.611     c3:29.97; c2:7.04
44  H1166TS348_5       348     Takeda-Shitaka_Lab   0.651    0.678    3        A1B1C1   C1        3        0.00     170      0        57.2     53.62      61.76       0.824      0.200      0.64           2          438        0.12     6.61       4.96       170.5      678.7      -508.2     0.611     c3:29.97; c2:7.04
45  H1166TS433_2       433     OpenFold-SingleSeq   0.649    0.675    3        A1B1C1   C2        2        2.64     134      0        54.4     49.44      60.49       0.791      0.254      0.51           2          438        0.03     2.00       1.74       1823.0     1488.2     334.7      0.771     c3:29.40; c2:2.75
46  H1166TS441_2       441     OpenFold             0.649    0.675    3        A1B1C1   C2        2        2.64     134      0        54.4     49.44      60.49       0.791      0.254      0.51           2          438        0.03     2.00       1.74       1823.0     1488.2     334.7      0.771     c3:29.40; c2:2.75
47  H1166TS227_4       227     GinobiFold           0.646    0.668    3        A1B1C1   C1        3        0.00     171      0        59.9     55.65      64.98       0.825      0.190      0.61           2          438        0.11     6.26       4.51       633.6      1083.1     -449.5     0.627     c3:30.30; c2:6.62
48  H1166TS133_4       133s    ShanghaiTech-TS-SER  0.646    0.668    3        A1B1C1   C1        3        0.00     171      0        59.9     55.65      64.98       0.825      0.190      0.61           2          438        0.11     6.26       4.51       633.6      1083.1     -449.5     0.627     c3:30.30; c2:6.62
49  H1166TS461_3       461     colabfold_human      0.644    0.682    3        A1B1C1   C1        3        0.00     162      1        56.4     53.43      59.91       0.825      0.197      0.63           2          438        0.11     5.93       4.63       334.5      868.1      -533.6     0.633     c3:29.89; c2:6.16
50  H1166TS446_3       446s    ColabFold            0.644    0.682    3        A1B1C1   C1        3        0.00     162      1        56.4     53.43      59.91       0.825      0.197      0.63           2          438        0.11     5.93       4.63       334.5      868.1      -533.6     0.633     c3:29.89; c2:6.16
51  H1166TS187_5       187     TRFold               0.644    0.683    3        A1B1C1   C1        3        0.00     139      1        55.7     55.65      58.56       0.825      0.198      0.56           2          438        0.09     4.89       3.74       1375.8     1052.3     323.4      0.667     c3:31.53; c2:5.11
52  H1166TS187_4       187     TRFold               0.643    0.668    3        A1B1C1   C2        2        3.25     156      0        52.7     48.73      57.98       0.825      0.239      0.59           2          438        0.04     2.90       2.83       1574.9     1189.6     385.3      0.745     c3:32.54; c2:3.31
53  H1166TS158_4       158s    MULTICOM_deep        0.643    0.677    3        A1B1C1   C1        3        0.00     165      1        57.8     54.34      61.75       0.828      0.233      0.62           2          438        0.07     4.19       3.46       210.5      816.8      -606.2     0.684     c3:30.73; c2:4.23
54  H1166TS011_3       011s    GinobiFold-SER       0.642    0.667    3        A1B1C1   C2        2        3.35     153      0        57.4     53.65      61.78       0.831      0.253      0.59           2          438        0.03     2.42       1.89       1343.6     1360.2     -16.6      0.778     c3:31.97; c2:2.94
55  H1166TS434_3       434     Coqualia             0.642    0.667    3        A1B1C1   C2        2        3.35     153      0        57.4     53.65      61.78       0.831      0.253      0.59           2          438        0.03     2.42       1.89       1343.6     1360.2     -16.6      0.778     c3:31.97; c2:2.94
56  H1166TS461_2       461     colabfold_human      0.641    0.669    3        A1B1C1   C2        2        2.94     156      1        55.4     52.62      58.56       0.825      0.247      0.60           2          438        0.03     2.51       2.33       1558.6     1405.2     153.4      0.764     c3:32.33; c2:3.05
57  H1166TS446_2       446s    ColabFold            0.641    0.669    3        A1B1C1   C2        2        2.94     156      1        55.4     52.62      58.56       0.825      0.247      0.60           2          438        0.03     2.51       2.33       1558.6     1405.2     153.4      0.764     c3:32.33; c2:3.05
58  H1166TS158_3       158s    MULTICOM_deep        0.640    0.669    3        A1B1C1   C1        3        0.00     171      1        57.8     54.38      61.75       0.825      0.195      0.62           2          438        0.13     6.60       4.98       108.4      668.8      -560.4     0.609     c3:29.90; c2:7.05
59  H1166TS462_1       462s    MultiFOLD            0.640    0.666    3        A1B1C1   C1        3        0.00     147      0        56.9     55.16      59.20       0.823      0.240      0.60           2          438        0.04     2.94       2.50       1541.7     1308.2     233.5      0.736     c3:31.91; c2:3.42
60  H1166TS298_5       298s    MUFold               0.640    0.662    3        A1B1C1   C1        3        0.00     159      1        58.8     54.19      64.33       0.827      0.184      0.59           2          438        0.10     5.95       4.31       620.4      1014.6     -394.1     0.637     c3:30.12; c2:6.37
61  H1166TS348_4       348     Takeda-Shitaka_Lab   0.637    0.661    3        A1B1C1   C1        3        0.00     160      0        59.5     55.41      64.33       0.827      0.179      0.59           2          438        0.12     6.46       4.65       613.5      905.1      -291.6     0.614     c3:30.38; c2:6.94
62  H1166TS374_2       374     Zheng                0.631    0.651    3        A1B1C1   C2        2        3.17     188      0        59.9     54.60      66.25       0.817      0.307      0.60           2          438        0.02     1.64       1.27       -115.5     500.4      -616.0     0.780     c3:32.01; c2:2.77
63  H1166TS433_5       433     OpenFold-SingleSeq   0.630    0.660    3        A1B1C1   C1        3        0.00     144      0        53.6     48.08      60.49       0.792      0.248      0.54           2          438        0.05     2.69       2.14       1300.3     1247.2     53.0       0.752     c3:30.45; c2:3.05
64  H1166TS441_5       441     OpenFold             0.630    0.660    3        A1B1C1   C1        3        0.00     144      0        53.6     48.08      60.49       0.792      0.248      0.54           2          438        0.05     2.69       2.14       1300.3     1247.2     53.0       0.752     c3:30.45; c2:3.05
65  H1166TS205_2       205     Zou                  0.628    0.641    3        A1B1C1   C1        3        0.00     164      1        55.4     53.70      57.33       0.762      0.201      0.61           2          438        0.07     5.72       4.35       849.8      836.3      13.4       0.633     c3:30.54; c2:6.04
66  H1166TS133_2       133s    ShanghaiTech-TS-SER  0.627    0.648    3        A1B1C1   C1        3        0.00     175      0        59.2     55.61      63.69       0.836      0.193      0.63           2          438        0.11     6.28       4.45       87.3       710.5      -623.2     0.629     c3:29.52; c2:6.72
67  H1166TS227_2       227     GinobiFold           0.627    0.648    3        A1B1C1   C1        3        0.00     175      0        59.2     55.61      63.69       0.836      0.193      0.63           2          438        0.11     6.28       4.45       87.3       710.5      -623.2     0.629     c3:29.52; c2:6.72
68  H1166TS071_1       071s    RaptorX-Multimer     0.626    0.649    3        A1B1C1   C1        3        0.00     157      0        58.0     54.22      62.42       0.821      0.178      0.59           2          438        0.12     6.21       4.51       786.7      1314.4     -527.8     0.620     c3:30.35; c2:6.63
69  H1166TS180_1       180     McGuffin             0.621    0.663    3        A1B1C1   C2        2        2.98     156      0        57.4     53.65      61.78       0.834      0.263      0.57           2          438        0.02     2.15       1.64       1034.8     1111.3     -76.5      0.793     c3:32.12; c2:2.74
70  H1166TS071_4       071s    RaptorX-Multimer     0.621    0.643    3        A1B1C1   C1        3        0.00     165      1        57.6     54.07      61.78       0.817      0.183      0.61           2          438        0.10     5.65       4.20       377.8      1146.8     -769.0     0.639     c3:30.19; c2:5.93
71  H1166TS446_5       446s    ColabFold            0.621    0.665    3        A1B1C1   C1        3        0.00     149      1        53.9     51.24      57.34       0.822      0.201      0.56           2          438        0.08     4.45       3.58       1202.2     1220.9     -18.7      0.666     c3:31.36; c2:4.46
72  H1166TS461_5       461     colabfold_human      0.621    0.665    3        A1B1C1   C1        3        0.00     149      1        53.9     51.24      57.34       0.822      0.201      0.56           2          438        0.08     4.45       3.58       1202.2     1220.9     -18.7      0.666     c3:31.36; c2:4.46
73  H1166TS288_5       288s    DFolding-server      0.617    0.647    3        A1B1C1   C1        3        0.00     149      0        52.1     47.29      58.56       0.822      0.174      0.58           2          438        0.12     6.56       5.32       914.9      943.2      -28.3      0.619     c3:32.20; c2:6.82
74  H1166TS462_2       462s    MultiFOLD            0.615    0.641    3        A1B1C1   C1        3        0.00     154      0        54.0     51.65      56.71       0.821      0.225      0.55           2          438        0.04     2.86       2.44       1176.0     1348.8     -172.9     0.739     c3:31.46; c2:3.27
75  H1166TS350_4       350     ClusPro              0.615    0.636    3        A1B1C1   C2        2        3.32     158      0        54.2     49.47      59.85       0.816      0.251      0.52           2          398        0.03     4.78       1.95       -749.6     185.2      -934.8     0.769     c3:30.61; c2:2.84
76  H1166TS291_4       291     Kozakov-Vajda        0.615    0.636    3        A1B1C1   C2        2        3.32     158      0        54.2     49.47      59.85       0.816      0.251      0.52           2          398        0.03     4.78       1.95       -749.6     185.2      -934.8     0.769     c3:30.61; c2:2.84
77  H1166TS071_5       071s    RaptorX-Multimer     0.614    0.651    3        A1B1C1   C1        3        0.00     159      0        55.3     51.86      59.21       0.799      0.169      0.58           2          438        0.12     6.45       4.73       882.0      1297.8     -415.8     0.613     c3:30.42; c2:6.94
78  H1166TS158_2       158s    MULTICOM_deep        0.614    0.648    3        A1B1C1   C1        3        0.00     172      1        55.4     52.51      58.63       0.824      0.177      0.62           2          438        0.13     6.52       4.90       99.4       789.1      -689.7     0.613     c3:29.77; c2:6.99
79  H1166TS003_4       003     MULTICOM_human       0.614    0.648    3        A1B1C1   C1        3        0.00     172      1        55.4     52.51      58.63       0.824      0.177      0.62           2          438        0.13     6.52       4.90       99.4       789.1      -689.7     0.613     c3:29.77; c2:6.99
80  H1166TS071_3       071s    RaptorX-Multimer     0.612    0.635    3        A1B1C1   C1        3        0.00     172      1        57.6     54.07      61.78       0.820      0.203      0.61           2          438        0.08     4.55       3.45       357.4      1140.0     -782.6     0.678     c3:30.70; c2:4.69
81  H1166TS350_3       350     ClusPro              0.609    0.629    3        A1B1C1   C2        2        3.37     169      0        55.9     50.64      62.40       0.820      0.259      0.58           2          398        0.02     4.80       2.07       -665.9     296.1      -962.0     0.758     c3:32.89; c2:2.96
82  H1166TS291_3       291     Kozakov-Vajda        0.609    0.629    3        A1B1C1   C2        2        3.37     169      0        55.9     50.64      62.40       0.820      0.259      0.58           2          398        0.02     4.80       2.07       -665.9     296.1      -962.0     0.758     c3:32.89; c2:2.96
83  H1166TS434_5       434     Coqualia             0.608    0.634    3        A1B1C1   C2        2        3.14     149      1        54.7     51.29      58.57       0.824      0.245      0.55           2          438        0.03     2.46       2.13       1436.6     1355.9     80.7       0.776     c3:31.93; c2:3.10
84  H1166TS011_5       011s    GinobiFold-SER       0.608    0.634    3        A1B1C1   C2        2        3.14     149      1        54.7     51.29      58.57       0.824      0.245      0.55           2          438        0.03     2.46       2.13       1436.6     1355.9     80.7       0.776     c3:31.93; c2:3.10
85  H1166TS462_3       462s    MultiFOLD            0.606    0.632    3        A1B1C1   C1        3        0.00     174      0        56.4     53.51      59.84       0.820      0.191      0.59           2          438        0.11     6.06       4.60       357.0      878.8      -521.8     0.637     c3:28.85; c2:6.57
86  H1166TS180_3       180     McGuffin             0.603    0.642    3        A1B1C1   C2        2        3.08     166      0        58.1     53.93      63.06       0.834      0.258      0.57           2          438        0.03     2.29       1.75       727.5      971.0      -243.6     0.781     c3:31.50; c2:2.81
87  H1166TS239_2       239s    Yang-Multimer        0.603    0.627    3        A1B1C1   C1        3        0.00     166      0        55.2     53.81      57.35       0.798      0.179      0.60           2          438        0.11     6.37       4.86       122.1      -301.6     423.7      0.625     c3:29.13; c2:6.77
88  H1166TS291_2       291     Kozakov-Vajda        0.603    0.622    3        A1B1C1   C2        2        3.39     169      0        56.2     51.18      62.41       0.815      0.254      0.55           2          398        0.03     4.79       2.00       -809.9     263.8      -1073.8    0.757     c3:32.54; c2:2.91
89  H1166TS133_1       133s    ShanghaiTech-TS-SER  0.603    0.623    3        A1B1C1   C1        3        0.00     172      0        58.1     53.93      63.06       0.826      0.176      0.60           2          438        0.12     6.50       4.69       475.8      1034.9     -559.1     0.611     c3:29.83; c2:6.93
90  H1166TS227_1       227     GinobiFold           0.603    0.623    3        A1B1C1   C1        3        0.00     172      0        58.1     53.93      63.06       0.826      0.176      0.60           2          438        0.12     6.50       4.69       475.8      1034.9     -559.1     0.611     c3:29.83; c2:6.93
91  H1166TS350_2       350     ClusPro              0.603    0.622    3        A1B1C1   C2        2        3.39     169      0        56.2     51.18      62.41       0.815      0.254      0.55           2          398        0.03     4.79       2.00       -809.9     263.8      -1073.8    0.757     c3:32.54; c2:2.91
92  H1166TS180_4       180     McGuffin             0.601    0.641    3        A1B1C1   C2        2        3.07     162      0        57.9     54.50      61.78       0.834      0.260      0.58           2          438        0.02     2.19       1.66       942.1      1107.0     -164.9     0.775     c3:32.15; c2:2.80
93  H1166TS462_4       462s    MultiFOLD            0.600    0.632    3        A1B1C1   C1        3        0.00     156      0        54.5     52.50      56.71       0.818      0.226      0.55           2          438        0.04     3.00       2.62       1382.3     1413.7     -31.4      0.748     c3:32.05; c2:3.49
94  H1166TS278_5       278     PEZYFoldings         0.599    0.610    3        A1B1C1   C1        3        0.00     186      0        56.0     50.20      63.67       0.708      0.180      0.59           2          438        0.13     7.07       5.24       21.2       678.2      -656.9     0.612     c3:28.46; c2:7.11
95  H1166TS239_4       239s    Yang-Multimer        0.599    0.636    3        A1B1C1   C1        3        0.00     163      0        54.6     54.18      58.00       0.795      0.188      0.59           2          438        0.10     5.89       4.50       748.8      -135.5     884.3      0.647     c3:29.59; c2:6.26
96  H1166TS423_2       423     trComplex            0.599    0.632    3        A1B1C1   C2        2        2.78     159      0        56.1     50.44      63.06       0.814      0.255      0.55           2          438        0.03     2.07       1.80       666.6      1033.0     -366.3     0.772     c3:29.57; c2:2.62
97  H1166TS314_1       314     Pierce               0.599    0.629    3        A1B1C1   C2        2        2.88     193      0        60.1     55.95      64.95       0.832      0.303      0.62           2          438        0.03     2.23       1.74       283.0      1293.9     -1010.9    0.797     c3:30.71; c2:2.69
98  H1166TS187_2       187     TRFold               0.599    0.632    3        A1B1C1   C2        2        2.78     159      0        56.1     50.44      63.06       0.814      0.255      0.55           2          438        0.03     2.07       1.80       666.6      1033.0     -366.3     0.772     c3:29.57; c2:2.62
99  H1166TS227_3       227     GinobiFold           0.596    0.621    3        A1B1C1   C2        2        3.36     179      1        57.4     52.72      63.06       0.835      0.252      0.59           2          438        0.04     2.56       1.84       786.1      1053.2     -267.1     0.771     c3:31.80; c2:3.01
100 H1166TS133_3       133s    ShanghaiTech-TS-SER  0.596    0.621    3        A1B1C1   C2        2        3.36     179      1        57.4     52.72      63.06       0.835      0.252      0.59           2          438        0.04     2.56       1.84       786.1      1053.2     -267.1     0.771     c3:31.80; c2:3.01
101 H1166TS180_5       180     McGuffin             0.596    0.635    3        A1B1C1   C2        2        2.99     171      0        57.4     53.65      61.78       0.835      0.262      0.57           2          438        0.02     2.11       1.61       797.1      1033.2     -236.2     0.787     c3:31.96; c2:2.76
102 H1166TS434_2       434     Coqualia             0.594    0.618    3        A1B1C1   C1        3        0.00     156      2        55.3     51.86      59.21       0.823      0.244      0.57           2          438        0.03     2.57       2.17       1184.3     1306.8     -122.6     0.773     c3:31.74; c2:3.07
103 H1166TS011_2       011s    GinobiFold-SER       0.594    0.618    3        A1B1C1   C1        3        0.00     156      2        55.3     51.86      59.21       0.823      0.244      0.57           2          438        0.03     2.57       2.17       1184.3     1306.8     -122.6     0.773     c3:31.74; c2:3.07
104 H1166TS131_5       131s    Kiharalab_Server     0.594    0.624    3        A1B1C1   C2        2        2.89     175      0        54.3     50.74      58.63       0.831      0.265      0.59           2          438        0.02     2.25       2.30       225.5      704.7      -479.2     0.779     c3:30.69; c2:2.92
105 H1166TS185_1       185     BAKER                0.594    0.632    3        A1B1C1   C1        3        0.00     166      0        56.9     55.18      59.84       0.829      0.286      0.61           2          438        0.02     2.09       2.31       330.1      1349.8     -1019.7    0.818     c3:31.30; c2:3.42
106 H1166TS185_4       185     BAKER                0.593    0.628    3        A1B1C1   C1        3        0.00     165      0        55.6     52.58      59.20       0.826      0.270      0.59           2          438        0.02     2.34       2.61       151.4      1332.2     -1180.8    0.809     c3:30.76; c2:3.31
107 H1166TS180_2       180     McGuffin             0.592    0.630    3        A1B1C1   C2        2        2.98     174      0        57.1     53.50      61.14       0.834      0.261      0.57           2          438        0.02     2.15       1.64       687.9      1000.7     -312.8     0.790     c3:31.77; c2:2.76
108 H1166TS037_5       037     Wallner              0.591    0.630    3        A1B1C1   C1        3        0.00     173      1        53.8     49.70      58.56       0.803      0.178      0.61           2          438        0.11     6.15       4.70       -41.2      619.8      -661.0     0.634     c3:30.48; c2:6.44
109 H1166TS185_5       185     BAKER                0.591    0.629    3        A1B1C1   C2        2        2.86     161      0        51.5     52.78      52.85       0.811      0.267      0.56           2          438        0.05     2.95       3.29       -11.3      1002.8     -1014.1    0.790     c3:30.50; c2:2.92
