    Model              Gr.Code Group                QSglob   QSbest   Mol.Size Stoich.  Symm.     SymmSize SymmRMSD No.Conts No.Clash F1       Prec.Iface Recal.Iface lDDToligo  DockQ_Avg  Jaccard.Coeff. Align.Size Align.Len  Orient   LocalRMSD  Iface.RMSD SA.total   SA.polar  SA.apolar  TMscore    SymmGr.RMSD
1   T1121TS288_5o      288s    DFolding-server      0.757    0.760    2        A2       C2        2        1.69     52       0        67.6     87.70      54.90       0.792      0.487      0.56           2          730        0.02     4.11       2.50       2731.4     3245.3     -514.0     0.850     c3:11.05; c2:0.74
32  T1121TS398_2o      398     ChaePred             0.375    0.375    2        A2       C2        2        2.46     63       0        44.0     48.10      40.70       0.758      0.147      0.31           1          297        0.00     8.63       17.31      2189.9     3051.1     -861.2     0.548     c3:10.37; c2:1.41
33  T1121TS385_1o      385     FoldEver-Hybrid      0.373    0.373    2        A2       C2        2        0.07     45       1        45.3     67.40      34.10       0.763      0.119      0.30           1          287        0.00     9.01       25.76      2151.3     3054.9     -903.5     0.519     c3:14.26; c2:0.04
34  T1121TS494_5o      494     Venclovas            0.363    0.363    2        A2       C2        2        0.09     47       0        51.7     65.00      42.90       0.767      0.184      0.32           1          365        0.00     5.00       8.74       514.8      2830.3     -2315.5    0.634     c3:9.91; c2:0.06
35  T1121TS188_5o      188s    GuijunLab-DeepDA     0.357    0.361    2        A2       C2        2        0.83     48       0        48.5     54.10      44.00       0.771      0.157      0.30           1          303        0.00     8.23       18.17      1937.9     3044.5     -1106.6    0.556     c3:11.35; c2:0.55
36  T1121TS398_5o      398     ChaePred             0.355    0.364    2        A2       C2        2        1.89     71       0        43.8     44.80      42.90       0.757      0.152      0.28           1          297        0.00     8.63       19.35      1689.2     2799.9     -1110.7    0.538     c3:11.22; c2:1.04
37  T1121TS165_3o      165     FTBiot0119           0.353    0.355    2        A2       C2        2        2.18     77       1        42.0     37.70      47.30       0.755      0.168      0.27           1          296        0.00     8.48       18.14      1839.2     2954.3     -1115.1    0.546     c3:10.81; c2:1.19
38  T1121TS278_4o      278     PEZYFoldings         0.351    0.351    2        A2       C2        2        0.18     61       0        49.4     60.30      41.80       0.776      0.287      0.29           1          365        0.00     3.72       4.84       695.1      2615.2     -1920.1    0.697     c3:10.93; c2:0.12
39  T1121TS165_2o      165     FTBiot0119           0.337    0.340    2        A2       C2        2        1.31     87       1        40.2     38.80      41.80       0.753      0.149      0.27           1          299        0.00     8.62       19.44      1467.6     2797.9     -1330.3    0.534     c3:11.66; c2:0.73
40  T1121TS278_2o      278     PEZYFoldings         0.336    0.337    2        A2       C2        2        0.18     55       0        45.8     50.70      41.80       0.763      0.145      0.28           1          284        0.00     8.85       23.86      1586.6     2810.7     -1224.1    0.517     c3:13.82; c2:0.13
41  T1121TS185_4o      185     BAKER                0.335    0.340    2        A2       C2        2        0.00     53       0        45.8     50.70      41.80       0.753      0.157      0.28           1          318        0.00     7.18       11.06      2440.4     4142.1     -1701.7    0.595     c3:11.88; c2:0.00
42  T1121TS312_3o      312     Fernandez-Recio      0.331    0.339    2        A2       C2        2        1.08     64       0        44.4     42.90      46.20       0.768      0.164      0.28           1          291        0.00     8.60       18.73      1749.5     3114.2     -1364.7    0.544     c3:11.66; c2:0.69
43  T1121TS312_2o      312     Fernandez-Recio      0.330    0.338    2        A2       C2        2        1.06     65       0        44.0     42.00      46.20       0.768      0.164      0.27           1          291        0.00     8.49       18.72      1689.8     3081.7     -1391.8    0.544     c3:11.66; c2:0.68
44  T1121TS187_4o      187     TRFold               0.326    0.337    2        A2       C2        2        4.61     69       0        44.2     46.90      41.80       0.765      0.153      0.26           1          310        0.00     8.02       15.86      1213.5     2244.9     -1031.5    0.565     c3:11.10; c2:3.22
45  T1121TS278_1o      278     PEZYFoldings         0.325    0.325    2        A2       C2        2        0.06     54       0        52.1     69.10      41.80       0.703      0.152      0.31           1          304        0.00     8.67       21.42      -294.0     1926.4     -2220.5    0.548     c3:9.70; c2:0.04
46  T1121TS312_1o      312     Fernandez-Recio      0.323    0.331    2        A2       C2        2        1.16     68       0        42.5     40.20      45.10       0.769      0.161      0.27           1          291        0.00     8.49       18.53      1661.4     3074.9     -1413.5    0.546     c3:11.77; c2:0.78
47  T1121TS037_3o      037     Wallner              0.321    0.328    2        A2       C2        2        4.55     59       0        43.9     46.30      41.80       0.763      0.146      0.26           1          275        0.00     9.40       21.51      2301.6     3008.1     -706.5     0.531     c3:12.85; c2:3.15
48  T1121TS462_4o      462s    MultiFOLD            0.321    0.327    2        A2       C2        2        0.61     54       0        42.5     43.20      41.80       0.775      0.148      0.26           1          291        0.00     8.73       20.17      1666.0     2772.8     -1106.8    0.538     c3:12.32; c2:0.39
49  T1121TS150_4o      150     Grudinin             0.321    0.324    2        A2       C2        2        0.00     63       0        46.0     48.20      44.00       0.772      0.153      0.28           1          287        0.00     8.87       22.53      1698.5     2995.0     -1296.5    0.529     c3:39.81; c2:0.00
50  T1121TS350_5o      350     ClusPro              0.319    0.322    2        A2       C2        2        0.06     61       0        44.9     46.00      44.00       0.768      0.154      0.27           1          288        0.00     8.83       22.38      424.4      2171.9     -1747.4    0.530     c3:13.09; c2:0.04
51  T1121TS205_5o      205     Zou                  0.318    0.323    2        A2       C2        2        1.30     64       0        45.5     47.10      44.00       0.772      0.154      0.28           1          289        0.00     8.66       21.73      1680.8     2967.2     -1286.5    0.532     c3:12.78; c2:0.87
52  T1121TS444_3o      444     CoDock               0.318    0.325    2        A2       C2        2        2.04     77       0        43.4     40.20      47.30       0.770      0.169      0.28           1          297        0.00     8.63       17.88      1497.8     3073.6     -1575.8    0.551     c3:10.88; c2:1.12
53  T1121TS150_3o      150     Grudinin             0.315    0.321    2        A2       C2        2        0.00     67       0        45.5     47.10      44.00       0.774      0.155      0.27           1          292        0.00     8.43       19.94      1569.2     2830.6     -1261.3    0.540     c3:20.78; c2:0.00
54  T1121TS374_1o      374     Zheng                0.315    0.322    2        A2       C2        2        0.12     62       0        43.2     44.70      41.80       0.770      0.146      0.25           1          286        0.00     9.13       23.15      1457.2     2605.3     -1148.1    0.526     c3:13.26; c2:0.07
55  T1121TS248_4o      248     Manifold             0.314    0.322    2        A2       C2        2        1.81     68       0        46.5     49.40      44.00       0.773      0.153      0.28           1          288        0.00     8.96       23.65      1971.3     3019.9     -1048.6    0.524     c3:13.70; c2:1.25
56  T1121TS446_4o      446s    ColabFold            0.314    0.322    2        A2       C2        2        0.18     70       0        44.9     46.00      44.00       0.773      0.156      0.28           1          295        0.00     8.67       19.38      1839.1     3069.1     -1230.0    0.545     c3:12.31; c2:0.13
57  T1121TS035_4o      035s    Manifold-E           0.314    0.322    2        A2       C2        2        1.81     68       0        46.5     49.40      44.00       0.773      0.153      0.28           1          288        0.00     8.96       23.65      1971.3     3019.9     -1048.6    0.524     c3:13.70; c2:1.25
58  T1121TS461_4o      461     colabfold_human      0.314    0.322    2        A2       C2        2        0.18     70       0        44.9     46.00      44.00       0.773      0.156      0.28           1          295        0.00     8.67       19.38      1839.1     3069.1     -1230.0    0.545     c3:12.31; c2:0.13
59  T1121TS374_3o      374     Zheng                0.313    0.320    2        A2       C2        2        0.03     63       0        42.9     44.20      41.80       0.772      0.146      0.25           1          286        0.00     8.94       23.75      1588.9     2679.6     -1090.6    0.522     c3:13.73; c2:0.02
60  T1121TS147_3o      147     SHT                  0.312    0.319    2        A2       C2        2        0.61     73       0        39.8     38.00      41.80       0.713      0.146      0.28           1          287        0.00     8.55       22.14      -3094.8    189.1      -3283.9    0.517     c3:12.61; c2:0.41
61  T1121TS185_1o      185     BAKER                0.312    0.314    2        A2       C2        2        0.00     59       0        44.0     48.10      40.70       0.754      0.143      0.26           1          286        0.00     8.84       21.90      1912.2     3973.9     -2061.8    0.517     c3:30.38; c2:0.00
62  T1121TS180_5o      180     McGuffin             0.311    0.320    2        A2       C2        2        0.19     62       0        41.8     41.80      41.80       0.774      0.148      0.26           1          291        0.00     8.84       20.67      1416.6     2841.0     -1424.4    0.536     c3:12.54; c2:0.13
63  T1121TS374_2o      374     Zheng                0.310    0.318    2        A2       C2        2        0.05     64       0        43.4     45.20      41.80       0.771      0.146      0.25           1          287        0.00     9.08       23.38      1621.3     2695.9     -1074.6    0.524     c3:13.57; c2:0.03
64  T1121TS462_2o      462s    MultiFOLD            0.310    0.318    2        A2       C2        2        0.14     64       0        40.9     40.00      41.80       0.771      0.149      0.25           1          296        0.00     8.60       19.22      1138.1     2492.3     -1354.2    0.544     c3:12.16; c2:0.10
65  T1121TS185_5o      185     BAKER                0.310    0.317    2        A2       C2        2        0.00     65       0        44.2     46.90      41.80       0.764      0.151      0.26           1          297        0.00     8.79       17.93      3273.1     4647.4     -1374.3    0.558     c3:13.39; c2:0.00
66  T1121TS035_1o      035s    Manifold-E           0.309    0.317    2        A2       C2        2        0.13     65       0        45.2     46.50      44.00       0.772      0.154      0.27           1          287        0.00     8.90       22.71      1689.3     2872.2     -1183.0    0.528     c3:13.27; c2:0.09
67  T1121TS312_4o      312     Fernandez-Recio      0.309    0.320    2        A2       C2        2        0.88     70       0        38.8     36.20      41.80       0.766      0.149      0.25           1          292        0.00     8.61       18.71      1525.3     3054.8     -1529.5    0.545     c3:11.71; c2:0.49
68  T1121TS248_1o      248     Manifold             0.309    0.317    2        A2       C2        2        0.13     65       0        45.2     46.50      44.00       0.772      0.154      0.27           1          287        0.00     8.90       22.71      1689.3     2872.2     -1183.0    0.528     c3:13.27; c2:0.09
69  T1121TS462_3o      462s    MultiFOLD            0.309    0.318    2        A2       C2        2        0.09     62       0        40.9     40.00      41.80       0.771      0.148      0.25           1          293        0.00     8.66       20.01      925.5      2397.6     -1472.1    0.539     c3:12.44; c2:0.06
70  T1121TS423_4o      423     trComplex            0.308    0.314    2        A2       C2        2        0.30     78       1        40.7     40.70      40.70       0.770      0.150      0.25           1          295        0.00     8.35       14.75      1261.4     2599.2     -1337.8    0.576     c3:11.10; c2:0.20
71  T1121TS423_2o      423     trComplex            0.308    0.318    2        A2       C2        2        0.78     70       0        42.7     43.70      41.80       0.770      0.151      0.25           1          304        0.00     8.10       16.78      1172.3     2300.0     -1127.7    0.562     c3:11.43; c2:0.53
72  T1121TS350_1o      350     ClusPro              0.308    0.313    2        A2       C2        2        0.13     66       0        45.5     47.10      44.00       0.767      0.154      0.27           1          289        0.00     8.57       21.48      287.3      2168.5     -1881.2    0.532     c3:13.05; c2:0.09
73  T1121TS187_5o      187     TRFold               0.308    0.314    2        A2       C2        2        0.30     78       1        40.7     40.70      40.70       0.770      0.150      0.25           1          295        0.00     8.35       14.75      1261.4     2599.2     -1337.8    0.576     c3:11.10; c2:0.20
74  T1121TS288_2o      288s    DFolding-server      0.308    0.319    2        A2       C2        2        0.53     76       0        40.0     38.40      41.80       0.769      0.153      0.24           1          299        0.00     8.33       15.65      1075.5     2554.1     -1478.7    0.571     c3:11.41; c2:0.37
75  T1121TS180_4o      180     McGuffin             0.308    0.317    2        A2       C2        2        0.10     64       0        41.1     41.60      40.70       0.773      0.144      0.26           1          293        0.00     8.69       19.93      1089.9     2557.6     -1467.7    0.540     c3:12.30; c2:0.07
76  T1121TS187_2o      187     TRFold               0.308    0.318    2        A2       C2        2        0.78     70       0        42.7     43.70      41.80       0.770      0.151      0.25           1          304        0.00     8.10       16.78      1172.3     2300.0     -1127.7    0.562     c3:11.43; c2:0.53
77  T1121TS091_1o      091     UNRES                0.307    0.313    2        A2       C2        2        4.19     76       0        31.5     35.10      28.60       0.742      0.120      0.26           1          365        0.00     2.67       9.24       2613.9     2964.4     -350.5     0.638     c3:8.09; c2:2.52
78  T1121TS462_5o      462s    MultiFOLD            0.307    0.316    2        A2       C2        2        1.05     67       0        41.1     40.40      41.80       0.772      0.150      0.25           1          298        0.00     8.67       18.59      892.8      2368.4     -1475.6    0.551     c3:11.80; c2:0.74
79  T1121TS239_4o      239s    Yang-Multimer        0.307    0.316    2        A2       C2        2        0.06     65       0        46.0     48.20      44.00       0.747      0.154      0.27           1          287        0.00     8.92       22.63      1267.5     -203.3     1470.8     0.529     c3:13.26; c2:0.04
80  T1121TS439_1o      439     Yang                 0.307    0.316    2        A2       C2        2        0.06     65       0        46.0     48.20      44.00       0.747      0.154      0.27           1          287        0.00     8.92       22.63      1267.5     -203.3     1470.8     0.529     c3:13.26; c2:0.04
81  T1121TS312_5o      312     Fernandez-Recio      0.306    0.316    2        A2       C2        2        0.00     67       0        39.0     36.50      41.80       0.766      0.150      0.26           1          294        0.00     8.63       18.07      1336.3     2748.2     -1411.9    0.548     c3:15.94; c2:0.00
82  T1121TS439_3o      439     Yang                 0.306    0.315    2        A2       C2        2        0.11     65       0        44.9     46.00      44.00       0.745      0.154      0.27           1          289        0.00     8.81       21.45      1109.3     -98.8      1208.0     0.535     c3:12.88; c2:0.07
83  T1121TS493_4o      493     Shen-CAPRI           0.306    0.324    2        A2       C2        2        4.96     63       0        41.8     41.80      41.80       0.768      0.143      0.26           1          293        0.00     8.22       16.98      1515.5     2768.4     -1252.9    0.547     c3:10.95; c2:3.42
84  T1121TS494_2o      494     Venclovas            0.305    0.449    2        A2       C2        2        0.03     65       0        44.0     44.00      44.00       0.495      0.227      0.26           1          235        0.00     9.24       16.28      -13228.5   -4688.9    -8539.6    0.507     c3:13.09; c2:0.02
85  T1121TS119_1o      119     Kiharalab            0.304    0.312    2        A2       C2        2        0.03     69       0        42.2     42.70      41.80       0.771      0.146      0.23           1          287        0.00     9.17       23.23      1854.4     3137.0     -1282.6    0.525     c3:13.25; c2:0.02
86  T1121TS462_1o      462s    MultiFOLD            0.304    0.313    2        A2       C2        2        0.09     62       0        40.9     40.00      41.80       0.771      0.149      0.25           1          296        0.00     8.68       19.27      860.2      2420.2     -1560.0    0.544     c3:12.26; c2:0.07
87  T1121TS169_2o      169     GuijunLab-Human      0.304    0.316    2        A2       C2        2        0.12     70       0        41.5     39.20      44.00       0.770      0.160      0.25           1          305        0.00     8.39       16.34      1154.1     2613.6     -1459.5    0.569     c3:11.43; c2:0.08
88  T1121TS131_1o      131s    Kiharalab_Server     0.304    0.312    2        A2       C2        2        0.03     69       0        42.2     42.70      41.80       0.771      0.146      0.23           1          287        0.00     9.17       23.23      1844.7     3125.0     -1280.2    0.525     c3:13.25; c2:0.02
89  T1121TS439_2o      439     Yang                 0.303    0.313    2        A2       C2        2        0.10     65       0        45.5     47.10      44.00       0.746      0.154      0.27           1          289        0.00     8.96       21.49      1165.1     -202.9     1368.0     0.535     c3:12.79; c2:0.07
90  T1121TS037_1o      037     Wallner              0.303    0.313    2        A2       C2        2        0.29     66       0        44.2     44.40      44.00       0.771      0.154      0.26           1          289        0.00     8.85       22.05      1559.2     2892.1     -1332.9    0.531     c3:13.00; c2:0.20
91  T1121TS180_3o      180     McGuffin             0.303    0.312    2        A2       C2        2        0.05     61       0        41.1     41.60      40.70       0.773      0.144      0.26           1          291        0.00     8.91       20.81      1004.6     2449.5     -1444.8    0.535     c3:12.60; c2:0.04
92  T1121TS169_4o      169     GuijunLab-Human      0.302    0.312    2        A2       C2        2        0.12     67       0        43.7     43.50      44.00       0.772      0.155      0.26           1          289        0.00     8.78       21.05      1565.2     2902.7     -1337.5    0.537     c3:12.63; c2:0.08
93  T1121TS098_3o      098s    GuijunLab-Assembly   0.302    0.312    2        A2       C2        2        0.12     67       0        43.7     43.50      44.00       0.772      0.155      0.26           1          289        0.00     8.78       21.05      1565.2     2902.7     -1337.5    0.537     c3:12.63; c2:0.08
94  T1121TS169_1o      169     GuijunLab-Human      0.302    0.312    2        A2       C2        2        0.12     67       0        43.7     43.50      44.00       0.772      0.155      0.26           1          289        0.00     8.78       21.05      1565.2     2902.7     -1337.5    0.537     c3:12.63; c2:0.08
95  T1121TS350_2o      350     ClusPro              0.302    0.310    2        A2       C2        2        0.22     68       0        46.0     48.20      44.00       0.770      0.154      0.28           1          289        0.00     8.66       21.55      539.1      2214.2     -1675.1    0.533     c3:12.94; c2:0.15
96  T1121TS180_2o      180     McGuffin             0.301    0.311    2        A2       C2        2        0.13     60       0        40.7     40.70      40.70       0.774      0.144      0.26           1          292        0.00     8.83       20.06      1132.1     2587.6     -1455.5    0.540     c3:12.35; c2:0.09
97  T1121TS350_4o      350     ClusPro              0.301    0.311    2        A2       C2        2        0.18     68       0        44.9     46.00      44.00       0.769      0.156      0.27           1          292        0.00     8.76       20.21      601.0      2407.6     -1806.6    0.543     c3:12.37; c2:0.12
98  T1121TS348_2o      348     Takeda-Shitaka_Lab   0.300    0.313    2        A2       C2        2        0.26     74       0        40.4     37.40      44.00       0.770      0.162      0.25           1          305        0.00     8.41       14.93      925.1      2328.0     -1402.9    0.578     c3:11.39; c2:0.18
99  T1121TS150_2o      150     Grudinin             0.300    0.312    2        A2       C2        2        0.00     74       0        40.8     38.10      44.00       0.771      0.159      0.25           1          301        0.00     8.50       16.82      1229.5     2677.9     -1448.4    0.566     c3:43.83; c2:0.00
100 T1121TS288_3o      288s    DFolding-server      0.299    0.308    2        A2       C2        2        0.49     71       0        42.5     43.20      41.80       0.771      0.148      0.25           1          292        0.00     8.48       19.47      1304.3     2706.0     -1401.7    0.543     c3:12.23; c2:0.35
101 T1121TS169_5o      169     GuijunLab-Human      0.299    0.311    2        A2       C2        2        0.86     73       0        40.6     37.70      44.00       0.774      0.160      0.25           1          307        0.00     8.39       16.37      1373.6     2644.7     -1271.1    0.570     c3:11.52; c2:0.60
102 T1121TS423_5o      423     trComplex            0.299    0.311    2        A2       C2        2        0.88     75       0        42.6     41.20      44.00       0.772      0.155      0.26           1          290        0.00     8.77       19.72      1454.4     2715.5     -1261.2    0.542     c3:12.38; c2:0.62
103 T1121TS360_2o      360     MUFold_H             0.299    0.311    2        A2       C2        2        0.22     73       0        41.5     39.20      44.00       0.769      0.159      0.25           1          300        0.00     8.60       17.19      1017.2     2596.5     -1579.3    0.561     c3:11.74; c2:0.16
104 T1121TS360_5o      360     MUFold_H             0.299    0.311    2        A2       C2        2        0.13     74       0        40.6     37.70      44.00       0.771      0.159      0.25           1          301        0.00     8.50       16.80      1189.1     2646.3     -1457.1    0.566     c3:11.56; c2:0.09
105 T1121TS399_3o      399     BeijingAIProtein     0.299    0.310    2        A2       C2        2        0.39     72       0        42.6     41.20      44.00       0.770      0.160      0.26           1          306        0.00     8.23       15.98      1106.2     2532.1     -1425.8    0.567     c3:11.48; c2:0.28
106 T1121TS125_3o      125s    UltraFold_Server     0.299    0.310    2        A2       C2        2        0.39     72       0        42.6     41.20      44.00       0.770      0.160      0.26           1          306        0.00     8.23       15.98      1106.2     2532.1     -1425.8    0.567     c3:11.48; c2:0.28
107 T1121TS054_3o      054     UltraFold            0.299    0.310    2        A2       C2        2        0.39     72       0        42.6     41.20      44.00       0.770      0.160      0.26           1          306        0.00     8.23       15.98      1106.2     2532.1     -1425.8    0.567     c3:11.48; c2:0.28
108 T1121TS348_3o      348     Takeda-Shitaka_Lab   0.299    0.314    2        A2       C2        2        0.33     72       0        40.6     37.70      44.00       0.771      0.163      0.25           1          309        0.00     8.42       14.79      1032.8     2392.7     -1359.9    0.581     c3:11.35; c2:0.22
109 T1121TS180_1o      180     McGuffin             0.298    0.308    2        A2       C2        2        0.07     62       0        41.8     41.80      41.80       0.773      0.149      0.26           1          293        0.00     8.76       19.73      1082.6     2596.3     -1513.7    0.543     c3:12.31; c2:0.04
110 T1121TS360_1o      360     MUFold_H             0.297    0.310    2        A2       C2        2        0.26     76       0        42.1     40.40      44.00       0.771      0.158      0.26           1          298        0.00     8.61       17.59      1061.3     2519.0     -1457.7    0.559     c3:11.78; c2:0.18
111 T1121TS248_5o      248     Manifold             0.297    0.309    2        A2       C2        2        0.13     70       0        42.6     41.20      44.00       0.777      0.158      0.26           1          308        0.00     8.28       17.47      1381.5     2606.2     -1224.7    0.553     c3:12.06; c2:0.09
